sezon,ev_sahibi,deplasman,ev_gol,deplasman_gol
14/15,Sunderland AFC,Crystal Palace,1,4
14/15,Tottenham Hotspur,Aston Villa,0,1
14/15,West Bromwich Albion,Leicester City,2,3
14/15,West Ham United,Stoke City,1,1
14/15,Burnley FC,Arsenal FC,0,1
14/15,Swansea City,Everton FC,1,1
14/15,Queens Park Rangers,Chelsea FC,0,1
14/15,Manchester United,Manchester City,4,2
14/15,Liverpool FC,Newcastle United,2,0
13/14,Swansea City,Norwich City,3,0
13/14,Arsenal FC,Manchester City,1,1
13/14,Stoke City,Hull City,1,0
13/14,Southampton FC,Newcastle United,4,0
13/14,Manchester United,Aston Villa,4,1
13/14,West Bromwich Albion,Cardiff City,3,3
13/14,Crystal Palace,Chelsea FC,1,0
13/14,Liverpool FC,Tottenham Hotspur,4,0
13/14,Fulham FC,Everton FC,1,3
13/14,Sunderland AFC,West Ham United,1,2
12/13,West Bromwich Albion,Arsenal FC,1,2
12/13,Stoke City,Aston Villa,1,3
12/13,Reading FC,Southampton FC,0,2
12/13,Norwich City,Swansea City,2,2
12/13,Chelsea FC,Sunderland AFC,2,1
12/13,Queens Park Rangers,Wigan Athletic,1,1
12/13,Newcastle United,Fulham FC,1,0
12/13,Tottenham Hotspur,Everton FC,2,2
12/13,Liverpool FC,West Ham United,0,0
12/13,Manchester United,Manchester City,1,2
11/12,Swansea City,Newcastle United,0,2
11/12,Stoke City,Wolverhampton Wanderers,2,1
11/12,Sunderland AFC,Tottenham Hotspur,0,0
11/12,Bolton Wanderers,Fulham FC,0,3
11/12,Chelsea FC,Wigan Athletic,2,1
11/12,Liverpool FC,Aston Villa,1,1
11/12,Norwich City,Everton FC,2,2
11/12,West Bromwich Albion,Blackburn Rovers,3,0
11/12,Manchester United,Queens Park Rangers,2,0
11/12,Arsenal FC,Manchester City,1,0
10/11,Bolton Wanderers,West Ham United,3,0
10/11,Tottenham Hotspur,Stoke City,3,2
10/11,Wolverhampton Wanderers,Everton FC,0,3
10/11,Sunderland AFC,West Bromwich Albion,2,3
10/11,Manchester United,Fulham FC,2,0
10/11,Chelsea FC,Wigan Athletic,1,0
10/11,Blackburn Rovers,Birmingham City,1,1
10/11,Aston Villa,Newcastle United,1,0
10/11,Blackpool FC,Arsenal FC,1,3
10/11,Liverpool FC,Manchester City,3,0
09/10,Tottenham Hotspur,Portsmouth FC,2,0
09/10,Wolverhampton Wanderers,Everton FC,0,0
09/10,West Ham United,Stoke City,0,1
09/10,Birmingham City,Arsenal FC,1,1
09/10,Chelsea FC,Aston Villa,7,1
09/10,Hull City,Fulham FC,2,0
09/10,Bolton Wanderers,Manchester United,0,4
09/10,Liverpool FC,Sunderland AFC,3,0
09/10,Burnley FC,Blackburn Rovers,0,1
09/10,Manchester City,Wigan Athletic,3,0
08/09,Liverpool FC,Blackburn Rovers,4,0
08/09,Chelsea FC,Bolton Wanderers,4,3
08/09,Middlesbrough FC,Hull City,3,1
08/09,Portsmouth FC,West Bromwich Albion,2,2
08/09,Sunderland AFC,Manchester United,1,2
08/09,Tottenham Hotspur,West Ham United,1,0
08/09,Wigan Athletic,Arsenal FC,1,4
08/09,Stoke City,Newcastle United,1,1
08/09,Aston Villa,Everton FC,3,3
08/09,Manchester City,Fulham FC,1,3
07/08,Birmingham City,Manchester City,3,1
07/08,Bolton Wanderers,Arsenal FC,2,3
07/08,Derby County,Fulham FC,2,2
07/08,Portsmouth FC,Wigan Athletic,2,0
07/08,Reading FC,Blackburn Rovers,0,0
07/08,Sunderland AFC,West Ham United,2,1
07/08,Manchester United,Aston Villa,4,0
07/08,Tottenham Hotspur,Newcastle United,1,4
07/08,Liverpool FC,Everton FC,1,0
07/08,Chelsea FC,Middlesbrough FC,1,0
06/07,Manchester City,Charlton Athletic,0,0
06/07,Everton FC,Fulham FC,4,1
06/07,Sheffield United,Newcastle United,1,2
06/07,Chelsea FC,Tottenham Hotspur,1,0
06/07,Blackburn Rovers,Aston Villa,1,2
06/07,Wigan Athletic,Bolton Wanderers,1,3
06/07,Reading FC,Liverpool FC,1,2
06/07,Arsenal FC,West Ham United,0,1
06/07,Middlesbrough FC,Watford FC,4,1
06/07,Portsmouth FC,Manchester United,2,1
05/06,West Bromwich Albion,Liverpool FC,0,2
05/06,Everton FC,Sunderland AFC,2,2
05/06,Birmingham City,Chelsea FC,0,0
05/06,Arsenal FC,Aston Villa,5,0
05/06,Bolton Wanderers,Manchester United,1,2
05/06,Newcastle United,Tottenham Hotspur,3,1
05/06,Fulham FC,Portsmouth FC,1,3
05/06,West Ham United,Charlton Athletic,0,0
05/06,Manchester City,Middlesbrough FC,0,1
05/06,Blackburn Rovers,Wigan Athletic,1,1
04/05,Blackburn Rovers,Southampton FC,3,0
04/05,Bolton Wanderers,Fulham FC,3,1
04/05,Chelsea FC,Birmingham City,1,1
04/05,Manchester City,Liverpool FC,1,0
04/05,Norwich City,Manchester United,2,0
04/05,Portsmouth FC,Charlton Athletic,4,2
04/05,Middlesbrough FC,Arsenal FC,0,1
04/05,Aston Villa,West Bromwich Albion,1,1
04/05,Everton FC,Crystal Palace,4,0
04/05,Tottenham Hotspur,Newcastle United,1,0
03/04,Arsenal FC,Liverpool FC,4,2
03/04,Everton FC,Tottenham Hotspur,3,1
03/04,Chelsea FC,Middlesbrough FC,0,0
03/04,Charlton Athletic,Portsmouth FC,1,1
03/04,Bolton Wanderers,Aston Villa,2,2
03/04,Manchester City,Wolverhampton Wanderers,3,3
03/04,Leicester City,Fulham FC,0,2
03/04,Blackburn Rovers,Leeds United,1,2
03/04,Birmingham City,Manchester United,1,2
03/04,Southampton FC,Newcastle United,3,3
02/03,Bolton Wanderers,Manchester City,2,0
02/03,Manchester United,Liverpool FC,4,0
02/03,Tottenham Hotspur,Birmingham City,2,1
02/03,Middlesbrough FC,West Bromwich Albion,3,0
02/03,Southampton FC,West Ham United,1,1
02/03,Sunderland AFC,Chelsea FC,1,2
02/03,Aston Villa,Arsenal FC,1,1
02/03,Charlton Athletic,Leeds United,1,6
02/03,Everton FC,Newcastle United,2,1
02/03,Fulham FC,Blackburn Rovers,0,4
