sezon,ev_sahibi,deplasman,ev_gol,deplasman_gol
16/17,Everton FC,Middlesbrough FC,3,1
16/17,Crystal Palace,Stoke City,4,1
16/17,Southampton FC,Swansea City,1,0
16/17,Tottenham Hotspur,Sunderland AFC,1,0
16/17,Watford FC,Manchester United,3,1
15/16,Everton FC,Chelsea FC,3,1
15/16,Arsenal FC,Stoke City,2,0
15/16,Crystal Palace,Manchester City,0,1
15/16,Norwich City,AFC Bournemouth,3,1
15/16,Watford FC,Swansea City,1,0
15/16,West Bromwich Albion,Southampton FC,0,0
15/16,Manchester United,Liverpool FC,3,1
15/16,Leicester City,Aston Villa,3,2
15/16,Sunderland AFC,Tottenham Hotspur,0,1
15/16,West Ham United,Newcastle United,2,0
14/15,Queens Park Rangers,Stoke City,2,2
14/15,Aston Villa,Arsenal FC,0,3
14/15,Burnley FC,Sunderland AFC,0,0
14/15,Newcastle United,Hull City,2,2
14/15,Swansea City,Southampton FC,0,1
14/15,West Ham United,Liverpool FC,3,1
14/15,Tottenham Hotspur,West Bromwich Albion,0,1
14/15,Everton FC,Crystal Palace,2,3
14/15,Manchester City,Chelsea FC,1,1
14/15,Leicester City,Manchester United,5,3
13/14,Norwich City,Aston Villa,0,1
13/14,Liverpool FC,Southampton FC,0,1
13/14,Newcastle United,Hull City,2,3
13/14,West Bromwich Albion,Sunderland AFC,3,0
13/14,West Ham United,Everton FC,2,3
13/14,Chelsea FC,Fulham FC,2,0
13/14,Crystal Palace,Swansea City,0,2
13/14,Cardiff City,Tottenham Hotspur,0,1
13/14,Manchester City,Manchester United,4,1
13/14,Arsenal FC,Stoke City,3,1
12/13,Wigan Athletic,Fulham FC,1,2
12/13,Swansea City,Everton FC,0,3
12/13,Chelsea FC,Stoke City,1,0
12/13,Southampton FC,Aston Villa,4,1
12/13,West Bromwich Albion,Reading FC,1,0
12/13,West Ham United,Sunderland AFC,1,1
12/13,Liverpool FC,Manchester United,1,2
12/13,Newcastle United,Norwich City,1,0
12/13,Manchester City,Arsenal FC,1,1
12/13,Tottenham Hotspur,Queens Park Rangers,2,1
11/12,Wolverhampton Wanderers,Queens Park Rangers,0,3
11/12,Blackburn Rovers,Arsenal FC,4,3
11/12,Aston Villa,Newcastle United,1,1
11/12,Bolton Wanderers,Norwich City,1,2
11/12,Everton FC,Wigan Athletic,3,1
11/12,Swansea City,West Bromwich Albion,3,0
11/12,Tottenham Hotspur,Liverpool FC,4,0
11/12,Fulham FC,Manchester City,2,2
11/12,Sunderland AFC,Stoke City,4,0
11/12,Manchester United,Chelsea FC,3,1
10/11,Stoke City,West Ham United,1,1
10/11,Tottenham Hotspur,Wolverhampton Wanderers,3,1
10/11,West Bromwich Albion,Birmingham City,3,1
10/11,Everton FC,Newcastle United,0,1
10/11,Blackburn Rovers,Fulham FC,1,1
10/11,Aston Villa,Bolton Wanderers,1,1
10/11,Sunderland AFC,Arsenal FC,1,1
10/11,Wigan Athletic,Manchester City,0,2
10/11,Chelsea FC,Blackpool FC,4,0
10/11,Manchester United,Liverpool FC,3,2
09/10,Wigan Athletic,West Ham United,1,0
09/10,Sunderland AFC,Hull City,4,1
09/10,Stoke City,Chelsea FC,1,2
09/10,Tottenham Hotspur,Manchester United,1,3
09/10,Blackburn Rovers,Wolverhampton Wanderers,3,1
09/10,Liverpool FC,Burnley FC,4,0
09/10,Manchester City,Arsenal FC,4,2
09/10,Portsmouth FC,Bolton Wanderers,2,3
09/10,Birmingham City,Aston Villa,0,1
09/10,Fulham FC,Everton FC,2,1
08/09,Sunderland AFC,Middlesbrough FC,2,0
08/09,Blackburn Rovers,Fulham FC,1,0
08/09,Liverpool FC,Stoke City,0,0
08/09,West Ham United,Newcastle United,3,1
08/09,Bolton Wanderers,Arsenal FC,1,3
08/09,Tottenham Hotspur,Wigan Athletic,0,0
08/09,West Bromwich Albion,Aston Villa,1,2
08/09,Chelsea FC,Manchester United,1,1
08/09,Hull City,Everton FC,2,2
08/09,Manchester City,Portsmouth FC,6,0
07/08,Reading FC,West Ham United,0,3
07/08,Newcastle United,Wigan Athletic,1,0
07/08,Manchester United,Sunderland AFC,1,0
07/08,Bolton Wanderers,Everton FC,1,2
07/08,Fulham FC,Tottenham Hotspur,3,3
07/08,Liverpool FC,Derby County,6,0
07/08,Middlesbrough FC,Birmingham City,2,0
07/08,Blackburn Rovers,Manchester City,1,0
07/08,Arsenal FC,Portsmouth FC,3,1
07/08,Aston Villa,Chelsea FC,2,0
06/07,Everton FC,Wigan Athletic,2,2
06/07,Watford FC,Aston Villa,0,0
06/07,Charlton Athletic,Portsmouth FC,0,1
06/07,Sheffield United,Reading FC,1,2
06/07,Bolton Wanderers,Middlesbrough FC,0,0
06/07,Tottenham Hotspur,Fulham FC,0,0
06/07,Manchester United,Arsenal FC,0,1
06/07,Chelsea FC,Liverpool FC,1,0
06/07,Blackburn Rovers,Manchester City,4,2
06/07,West Ham United,Newcastle United,0,2
05/06,Middlesbrough FC,Arsenal FC,2,1
05/06,Tottenham Hotspur,Liverpool FC,0,0
05/06,West Bromwich Albion,Wigan Athletic,1,2
05/06,Newcastle United,Fulham FC,1,1
05/06,Birmingham City,Charlton Athletic,0,1
05/06,Chelsea FC,Sunderland AFC,2,0
05/06,Everton FC,Portsmouth FC,0,1
05/06,Manchester United,Manchester City,1,1
05/06,Bolton Wanderers,Blackburn Rovers,0,0
05/06,West Ham United,Aston Villa,4,0
04/05,Portsmouth FC,Crystal Palace,3,1
04/05,Aston Villa,Chelsea FC,0,0
04/05,Bolton Wanderers,Manchester United,2,2
04/05,Fulham FC,Arsenal FC,0,3
04/05,Liverpool FC,West Bromwich Albion,3,0
04/05,Manchester City,Everton FC,0,1
04/05,Middlesbrough FC,Birmingham City,2,1
04/05,Newcastle United,Blackburn Rovers,3,0
04/05,Tottenham Hotspur,Norwich City,0,0
04/05,Charlton Athletic,Southampton FC,0,0
03/04,Everton FC,Newcastle United,2,2
03/04,Chelsea FC,Tottenham Hotspur,4,2
03/04,Arsenal FC,Portsmouth FC,1,1
03/04,Southampton FC,Wolverhampton Wanderers,2,0
03/04,Blackburn Rovers,Liverpool FC,1,3
03/04,Bolton Wanderers,Middlesbrough FC,2,0
03/04,Charlton Athletic,Manchester United,0,2
03/04,Birmingham City,Fulham FC,2,2
03/04,Manchester City,Aston Villa,4,1
03/04,Leicester City,Leeds United,4,0
02/03,Middlesbrough FC,Sunderland AFC,3,0
02/03,Arsenal FC,Manchester City,2,1
02/03,Liverpool FC,Birmingham City,2,2
02/03,Blackburn Rovers,Chelsea FC,2,3
02/03,Aston Villa,Charlton Athletic,2,0
02/03,West Ham United,West Bromwich Albion,0,1
02/03,Southampton FC,Everton FC,1,0
02/03,Fulham FC,Tottenham Hotspur,3,2
02/03,Manchester United,Bolton Wanderers,0,1
02/03,Newcastle United,Leeds United,0,2
