sezon,ev_sahibi,deplasman,ev_gol,deplasman_gol
19/20,Wolverhampton Wanderers,Everton FC,3,0
19/20,Aston Villa,Crystal Palace,2,0
19/20,Tottenham Hotspur,Arsenal FC,2,1
19/20,AFC Bournemouth,Leicester City,4,1
19/20,Manchester United,Southampton FC,2,2
18/19,West Ham United,Leicester City,2,2
18/19,Wolverhampton Wanderers,Brighton & Hove Albion,0,0
18/19,Newcastle United,Southampton FC,3,1
18/19,AFC Bournemouth,Fulham FC,0,1
18/19,Manchester City,Tottenham Hotspur,1,0
18/19,Huddersfield Town,Watford FC,1,2
18/19,Everton FC,Manchester United,4,0
18/19,Cardiff City,Liverpool FC,0,2
18/19,Arsenal FC,Crystal Palace,2,3
18/19,Chelsea FC,Burnley FC,2,2
17/18,Brighton & Hove Albion,Tottenham Hotspur,1,1
17/18,AFC Bournemouth,Manchester United,0,2
17/18,Leicester City,Southampton FC,0,0
17/18,Watford FC,Crystal Palace,0,0
17/18,West Bromwich Albion,Liverpool FC,2,2
17/18,Stoke City,Burnley FC,1,1
17/18,Arsenal FC,West Ham United,4,1
17/18,Manchester City,Swansea City,5,0
17/18,Everton FC,Newcastle United,1,0
17/18,Chelsea FC,Huddersfield Town,1,1
16/17,Crystal Palace,Burnley FC,0,2
16/17,Stoke City,West Ham United,0,0
16/17,Southampton FC,Hull City,0,0
16/17,West Bromwich Albion,Leicester City,0,1
16/17,Sunderland AFC,AFC Bournemouth,0,1
16/17,Tottenham Hotspur,Arsenal FC,2,0
16/17,Middlesbrough FC,Manchester City,2,2
16/17,Everton FC,Chelsea FC,0,3
16/17,Manchester United,Swansea City,1,1
16/17,Watford FC,Liverpool FC,0,1
15/16,Crystal Palace,Everton FC,0,0
15/16,Liverpool FC,Newcastle United,2,2
15/16,Manchester City,Stoke City,4,0
15/16,Aston Villa,Southampton FC,2,4
15/16,AFC Bournemouth,Chelsea FC,1,4
15/16,Leicester City,Swansea City,4,0
15/16,Sunderland AFC,Arsenal FC,0,0
15/16,Tottenham Hotspur,West Bromwich Albion,1,1
15/16,West Ham United,Manchester United,3,2
15/16,Norwich City,Watford FC,4,2
14/15,Leicester City,Newcastle United,3,0
14/15,Aston Villa,Everton FC,3,2
14/15,Liverpool FC,Queens Park Rangers,2,1
14/15,Sunderland AFC,Southampton FC,2,1
14/15,Manchester United,West Bromwich Albion,0,1
14/15,West Ham United,Burnley FC,1,0
14/15,Swansea City,Stoke City,2,0
14/15,Tottenham Hotspur,Manchester City,0,1
14/15,Chelsea FC,Crystal Palace,1,0
14/15,Hull City,Arsenal FC,1,3
13/14,West Ham United,Crystal Palace,0,1
13/14,Chelsea FC,Sunderland AFC,1,2
13/14,Newcastle United,Swansea City,1,2
13/14,Tottenham Hotspur,Fulham FC,3,1
13/14,Aston Villa,Southampton FC,0,0
13/14,Cardiff City,Stoke City,1,1
13/14,Everton FC,Manchester United,2,0
13/14,Hull City,Arsenal FC,0,3
13/14,Norwich City,Liverpool FC,2,3
13/14,Manchester City,West Bromwich Albion,3,1
12/13,Stoke City,Norwich City,1,0
12/13,Newcastle United,Liverpool FC,0,6
12/13,Wigan Athletic,Tottenham Hotspur,2,2
12/13,Manchester City,West Ham United,2,1
12/13,Everton FC,Fulham FC,1,0
12/13,Southampton FC,West Bromwich Albion,0,3
12/13,Arsenal FC,Manchester United,1,1
12/13,Chelsea FC,Swansea City,2,0
12/13,Reading FC,Queens Park Rangers,0,0
12/13,Aston Villa,Sunderland AFC,6,1
11/12,Arsenal FC,Chelsea FC,0,0
11/12,Fulham FC,Wigan Athletic,2,1
11/12,Bolton Wanderers,Swansea City,1,1
11/12,Blackburn Rovers,Norwich City,2,0
11/12,Queens Park Rangers,Tottenham Hotspur,1,0
11/12,Newcastle United,Stoke City,3,0
11/12,Aston Villa,Sunderland AFC,0,0
11/12,Liverpool FC,West Bromwich Albion,0,1
11/12,Wolverhampton Wanderers,Manchester City,0,2
11/12,Manchester United,Everton FC,4,4
10/11,Chelsea FC,Tottenham Hotspur,2,1
10/11,Sunderland AFC,Fulham FC,0,3
10/11,West Bromwich Albion,Aston Villa,2,1
10/11,Blackpool FC,Stoke City,0,0
10/11,Wigan Athletic,Everton FC,1,1
10/11,Blackburn Rovers,Bolton Wanderers,1,0
10/11,Birmingham City,Wolverhampton Wanderers,1,1
10/11,Liverpool FC,Newcastle United,3,0
10/11,Manchester City,West Ham United,2,1
10/11,Arsenal FC,Manchester United,1,0
09/10,Fulham FC,Wolverhampton Wanderers,0,0
09/10,Tottenham Hotspur,Chelsea FC,2,1
09/10,Sunderland AFC,Burnley FC,2,1
09/10,Manchester City,Manchester United,0,1
09/10,Birmingham City,Hull City,0,0
09/10,Blackburn Rovers,Everton FC,2,3
09/10,Stoke City,Bolton Wanderers,1,2
09/10,Wigan Athletic,Arsenal FC,3,2
09/10,Portsmouth FC,Aston Villa,1,2
09/10,Liverpool FC,West Ham United,3,0
08/09,Wigan Athletic,Bolton Wanderers,0,0
08/09,Middlesbrough FC,Manchester United,0,2
08/09,Chelsea FC,Fulham FC,3,1
08/09,Manchester City,Blackburn Rovers,3,1
08/09,Portsmouth FC,Arsenal FC,0,3
08/09,Stoke City,West Ham United,0,1
08/09,Tottenham Hotspur,West Bromwich Albion,1,0
08/09,Sunderland AFC,Everton FC,0,2
08/09,Liverpool FC,Newcastle United,3,0
08/09,Aston Villa,Hull City,1,0
07/08,Everton FC,Chelsea FC,0,1
07/08,Arsenal FC,Reading FC,2,0
07/08,Fulham FC,Liverpool FC,0,2
07/08,Middlesbrough FC,Bolton Wanderers,0,1
07/08,West Ham United,Derby County,2,1
07/08,Wigan Athletic,Tottenham Hotspur,1,1
07/08,Blackburn Rovers,Manchester United,1,1
07/08,Aston Villa,Birmingham City,5,1
07/08,Newcastle United,Sunderland AFC,2,0
07/08,Manchester City,Portsmouth FC,3,1
06/07,Tottenham Hotspur,Arsenal FC,2,2
06/07,Manchester United,Middlesbrough FC,1,1
06/07,Liverpool FC,Wigan Athletic,2,0
06/07,Bolton Wanderers,Reading FC,1,3
06/07,Watford FC,Manchester City,1,1
06/07,Charlton Athletic,Sheffield United,1,1
06/07,West Ham United,Everton FC,1,0
06/07,Fulham FC,Blackburn Rovers,1,1
06/07,Newcastle United,Chelsea FC,0,0
06/07,Aston Villa,Portsmouth FC,0,0
05/06,Liverpool FC,Fulham FC,5,1
05/06,Sunderland AFC,Newcastle United,1,4
05/06,West Bromwich Albion,Bolton Wanderers,0,0
05/06,Tottenham Hotspur,Manchester United,1,2
05/06,Charlton Athletic,Portsmouth FC,2,1
05/06,Chelsea FC,Everton FC,3,0
05/06,Middlesbrough FC,West Ham United,2,0
05/06,Wigan Athletic,Aston Villa,3,2
05/06,Birmingham City,Blackburn Rovers,2,1
05/06,Manchester City,Arsenal FC,1,3
04/05,Middlesbrough FC,West Bromwich Albion,4,0
04/05,Norwich City,Charlton Athletic,1,0
04/05,Crystal Palace,Liverpool FC,1,0
04/05,Blackburn Rovers,Manchester City,0,0
04/05,Aston Villa,Bolton Wanderers,1,1
04/05,Everton FC,Birmingham City,1,1
04/05,Chelsea FC,Fulham FC,3,1
04/05,Manchester United,Newcastle United,2,1
04/05,Portsmouth FC,Southampton FC,4,1
04/05,Arsenal FC,Tottenham Hotspur,1,0
03/04,Manchester United,Liverpool FC,0,1
03/04,Fulham FC,Charlton Athletic,2,0
03/04,Middlesbrough FC,Aston Villa,1,2
03/04,Everton FC,Blackburn Rovers,0,1
03/04,Southampton FC,Bolton Wanderers,1,2
03/04,Leicester City,Manchester City,1,1
03/04,Newcastle United,Chelsea FC,2,1
03/04,Leeds United,Portsmouth FC,1,2
03/04,Birmingham City,Wolverhampton Wanderers,2,2
03/04,Tottenham Hotspur,Arsenal FC,2,2
02/03,Arsenal FC,Manchester United,2,2
02/03,Chelsea FC,Everton FC,4,1
02/03,West Ham United,Middlesbrough FC,1,0
02/03,Manchester City,Sunderland AFC,3,0
02/03,Newcastle United,Aston Villa,1,1
02/03,West Bromwich Albion,Tottenham Hotspur,2,3
02/03,Birmingham City,Southampton FC,3,2
02/03,Liverpool FC,Charlton Athletic,2,1
02/03,Blackburn Rovers,Bolton Wanderers,0,0
02/03,Leeds United,Fulham FC,2,0
