sezon,ev_sahibi,deplasman,ev_gol,deplasman_gol
08/09,Newcastle United,Aston Villa,2,0
07/08,Reading FC,Newcastle United,2,1
07/08,Sunderland AFC,Fulham FC,1,1
07/08,Manchester United,Middlesbrough FC,4,1
07/08,Birmingham City,Wigan Athletic,3,2
07/08,Chelsea FC,Manchester City,6,0
07/08,Portsmouth FC,West Ham United,0,0
07/08,Tottenham Hotspur,Blackburn Rovers,1,2
07/08,Derby County,Everton FC,0,2
07/08,Liverpool FC,Arsenal FC,1,1
07/08,Bolton Wanderers,Aston Villa,1,1
06/07,Liverpool FC,Reading FC,2,0
06/07,Fulham FC,Everton FC,1,0
06/07,Bolton Wanderers,Wigan Athletic,0,1
06/07,Charlton Athletic,Manchester City,1,0
06/07,Watford FC,Middlesbrough FC,2,0
06/07,Manchester United,Portsmouth FC,3,0
06/07,Newcastle United,Sheffield United,0,1
06/07,West Ham United,Arsenal FC,1,0
06/07,Aston Villa,Blackburn Rovers,2,0
06/07,Tottenham Hotspur,Chelsea FC,2,1
05/06,Sunderland AFC,Portsmouth FC,1,4
05/06,Middlesbrough FC,Manchester United,4,1
05/06,Chelsea FC,Blackburn Rovers,4,2
05/06,Tottenham Hotspur,Arsenal FC,1,1
05/06,Wigan Athletic,Fulham FC,1,0
05/06,Charlton Athletic,Bolton Wanderers,0,1
05/06,Birmingham City,Everton FC,0,1
05/06,Liverpool FC,West Ham United,2,0
05/06,West Bromwich Albion,Newcastle United,0,3
05/06,Manchester City,Aston Villa,3,1
04/05,West Bromwich Albion,Chelsea FC,1,4
04/05,Birmingham City,Crystal Palace,0,1
04/05,Arsenal FC,Southampton FC,2,2
04/05,Charlton Athletic,Middlesbrough FC,1,2
04/05,Everton FC,Aston Villa,1,1
04/05,Fulham FC,Tottenham Hotspur,2,0
04/05,Portsmouth FC,Manchester United,2,0
04/05,Blackburn Rovers,Liverpool FC,2,2
04/05,Bolton Wanderers,Newcastle United,2,1
04/05,Manchester City,Norwich City,1,1
03/04,Tottenham Hotspur,Bolton Wanderers,0,1
03/04,Everton FC,Chelsea FC,0,1
03/04,Leeds United,Arsenal FC,1,4
03/04,Manchester United,Portsmouth FC,3,0
03/04,Middlesbrough FC,Wolverhampton Wanderers,2,0
03/04,Newcastle United,Aston Villa,1,1
03/04,Southampton FC,Manchester City,0,2
03/04,Fulham FC,Liverpool FC,1,2
03/04,Leicester City,Blackburn Rovers,2,0
03/04,Birmingham City,Charlton Athletic,1,2
02/03,Manchester United,Aston Villa,1,1
02/03,Middlesbrough FC,Leeds United,2,2
02/03,Newcastle United,Charlton Athletic,2,1
02/03,Chelsea FC,West Bromwich Albion,2,0
02/03,Liverpool FC,Tottenham Hotspur,2,1
02/03,Birmingham City,Manchester City,0,2
02/03,Arsenal FC,Blackburn Rovers,1,2
02/03,Southampton FC,Fulham FC,4,2
02/03,West Ham United,Everton FC,0,1
02/03,Bolton Wanderers,Sunderland AFC,1,1
