sezon,ev_sahibi,deplasman,ev_gol,deplasman_gol
18/19,West Ham United,Fulham FC,3,1
18/19,Newcastle United,Huddersfield Town,2,0
18/19,AFC Bournemouth,Wolverhampton Wanderers,1,1
18/19,Leicester City,Crystal Palace,1,4
18/19,Burnley FC,Tottenham Hotspur,2,1
18/19,Manchester United,Liverpool FC,0,0
18/19,Arsenal FC,Southampton FC,2,0
18/19,Chelsea FC,Brighton & Hove Albion,3,0
17/18,Tottenham Hotspur,Arsenal FC,1,0
17/18,Everton FC,Crystal Palace,3,1
17/18,Stoke City,Brighton & Hove Albion,1,1
17/18,Swansea City,Burnley FC,1,0
17/18,West Ham United,Watford FC,2,0
17/18,Manchester City,Leicester City,5,1
17/18,Newcastle United,Manchester United,1,0
17/18,Southampton FC,Liverpool FC,0,2
17/18,Huddersfield Town,AFC Bournemouth,4,1
17/18,Chelsea FC,West Bromwich Albion,3,0
16/17,Liverpool FC,Arsenal FC,3,1
16/17,West Bromwich Albion,Crystal Palace,0,2
16/17,Manchester United,AFC Bournemouth,1,1
16/17,Leicester City,Hull City,3,1
16/17,Stoke City,Middlesbrough FC,2,0
16/17,Swansea City,Burnley FC,3,2
16/17,Watford FC,Southampton FC,3,4
16/17,Sunderland AFC,Manchester City,0,2
16/17,Tottenham Hotspur,Everton FC,3,2
16/17,West Ham United,Chelsea FC,1,2
15/16,West Ham United,Sunderland AFC,1,0
15/16,Leicester City,Norwich City,1,0
15/16,Southampton FC,Chelsea FC,1,2
15/16,Stoke City,Aston Villa,2,1
15/16,Watford FC,AFC Bournemouth,0,0
15/16,West Bromwich Albion,Crystal Palace,3,2
15/16,Tottenham Hotspur,Swansea City,2,1
15/16,Manchester United,Arsenal FC,3,2
15/16,Newcastle United,Manchester City,1,1
15/16,Liverpool FC,Everton FC,4,0
14/15,Burnley FC,Swansea City,0,1
14/15,Manchester United,Sunderland AFC,2,0
14/15,Newcastle United,Aston Villa,1,0
14/15,Stoke City,Hull City,1,0
14/15,West Bromwich Albion,Southampton FC,1,0
14/15,West Ham United,Crystal Palace,1,3
14/15,Arsenal FC,Everton FC,2,0
14/15,Liverpool FC,Manchester City,2,1
14/15,Queens Park Rangers,Tottenham Hotspur,1,2
14/15,Leicester City,Chelsea FC,1,3
13/14,Crystal Palace,Manchester United,0,2
13/14,West Ham United,Southampton FC,3,1
13/14,Chelsea FC,Everton FC,1,0
13/14,Arsenal FC,Sunderland AFC,4,1
13/14,Cardiff City,Hull City,0,4
13/14,Manchester City,Stoke City,1,0
13/14,West Bromwich Albion,Fulham FC,1,1
13/14,Newcastle United,Aston Villa,1,0
13/14,Liverpool FC,Swansea City,4,3
13/14,Norwich City,Tottenham Hotspur,1,0
12/13,Liverpool FC,Swansea City,5,0
12/13,Fulham FC,Stoke City,1,0
12/13,Arsenal FC,Aston Villa,2,1
12/13,Norwich City,Everton FC,2,1
12/13,Queens Park Rangers,Manchester United,0,2
12/13,Reading FC,Wigan Athletic,0,3
12/13,West Bromwich Albion,Sunderland AFC,2,1
12/13,Newcastle United,Southampton FC,4,2
12/13,Manchester City,Chelsea FC,2,0
12/13,West Ham United,Tottenham Hotspur,2,3
11/12,Wigan Athletic,Swansea City,0,2
11/12,Liverpool FC,Arsenal FC,1,2
11/12,Blackburn Rovers,Aston Villa,1,1
11/12,Manchester City,Bolton Wanderers,2,0
11/12,Queens Park Rangers,Everton FC,1,1
11/12,Stoke City,Norwich City,1,0
11/12,West Bromwich Albion,Chelsea FC,1,0
11/12,Newcastle United,Sunderland AFC,1,1
11/12,Fulham FC,Wolverhampton Wanderers,5,0
11/12,Tottenham Hotspur,Manchester United,1,3
10/11,Birmingham City,Stoke City,1,0
10/11,West Bromwich Albion,West Ham United,3,3
10/11,Liverpool FC,Wigan Athletic,1,1
10/11,Arsenal FC,Wolverhampton Wanderers,2,0
10/11,Sunderland AFC,Tottenham Hotspur,1,2
10/11,Blackpool FC,Aston Villa,1,1
10/11,Manchester United,Manchester City,2,1
10/11,Blackburn Rovers,Newcastle United,0,0
10/11,Bolton Wanderers,Everton FC,2,0
10/11,Fulham FC,Chelsea FC,0,0
09/10,Wolverhampton Wanderers,Chelsea FC,0,2
09/10,Arsenal FC,Sunderland AFC,2,0
09/10,Everton FC,Manchester United,3,1
09/10,Portsmouth FC,Stoke City,1,2
09/10,West Ham United,Hull City,3,0
09/10,Manchester City,Liverpool FC,0,0
09/10,Wigan Athletic,Tottenham Hotspur,0,3
09/10,Blackburn Rovers,Bolton Wanderers,3,0
09/10,Fulham FC,Birmingham City,2,1
09/10,Aston Villa,Burnley FC,5,2
08/09,Chelsea FC,Wigan Athletic,2,1
08/09,Everton FC,West Bromwich Albion,2,0
08/09,Arsenal FC,Fulham FC,0,0
08/09,Middlesbrough FC,Liverpool FC,2,0
08/09,Bolton Wanderers,Newcastle United,1,0
08/09,Hull City,Blackburn Rovers,1,2
08/09,West Ham United,Manchester City,1,0
08/09,Aston Villa,Stoke City,2,2
08/09,Sunderland AFC,Tottenham Hotspur,1,1
08/09,Manchester United,Portsmouth FC,2,0
07/08,Portsmouth FC,Sunderland AFC,1,0
07/08,Birmingham City,Arsenal FC,2,2
07/08,Fulham FC,West Ham United,0,1
07/08,Liverpool FC,Middlesbrough FC,3,2
07/08,Newcastle United,Manchester United,1,5
07/08,Wigan Athletic,Derby County,2,0
07/08,Reading FC,Aston Villa,1,2
07/08,Blackburn Rovers,Bolton Wanderers,4,1
07/08,Manchester City,Everton FC,0,2
07/08,Tottenham Hotspur,Chelsea FC,4,4
06/07,Portsmouth FC,Manchester City,2,1
06/07,Newcastle United,Liverpool FC,2,1
06/07,Everton FC,Blackburn Rovers,1,0
06/07,Reading FC,Aston Villa,2,0
06/07,Manchester United,Charlton Athletic,2,0
06/07,Chelsea FC,Middlesbrough FC,3,0
06/07,Sheffield United,Tottenham Hotspur,2,1
06/07,West Ham United,Watford FC,0,1
06/07,Arsenal FC,Wigan Athletic,2,1
06/07,Bolton Wanderers,Fulham FC,2,1
05/06,Tottenham Hotspur,Wigan Athletic,2,2
05/06,Birmingham City,Sunderland AFC,1,0
05/06,Newcastle United,Everton FC,2,0
05/06,Chelsea FC,Portsmouth FC,2,0
05/06,Blackburn Rovers,Arsenal FC,1,0
05/06,Charlton Athletic,Aston Villa,0,0
05/06,Bolton Wanderers,Fulham FC,2,1
05/06,Liverpool FC,Manchester City,1,0
05/06,West Bromwich Albion,Middlesbrough FC,0,2
05/06,Manchester United,West Ham United,1,0
04/05,Birmingham City,Liverpool FC,2,0
04/05,Blackburn Rovers,Norwich City,3,0
04/05,Portsmouth FC,Aston Villa,1,2
04/05,Bolton Wanderers,Middlesbrough FC,0,0
04/05,Everton FC,Chelsea FC,0,1
04/05,Manchester City,Manchester United,0,2
04/05,Arsenal FC,Crystal Palace,5,1
04/05,West Bromwich Albion,Southampton FC,0,0
04/05,Charlton Athletic,Tottenham Hotspur,2,0
04/05,Fulham FC,Newcastle United,1,3
03/04,Leicester City,Wolverhampton Wanderers,0,0
03/04,Fulham FC,Manchester United,1,1
03/04,Everton FC,Aston Villa,2,0
03/04,Blackburn Rovers,Southampton FC,1,1
03/04,Arsenal FC,Charlton Athletic,2,1
03/04,Manchester City,Chelsea FC,0,1
03/04,Leeds United,Liverpool FC,2,2
03/04,Portsmouth FC,Newcastle United,1,1
03/04,Birmingham City,Bolton Wanderers,2,0
03/04,Middlesbrough FC,Tottenham Hotspur,1,0
02/03,Charlton Athletic,Everton FC,2,1
02/03,Blackburn Rovers,Southampton FC,1,0
02/03,Liverpool FC,Middlesbrough FC,1,1
02/03,West Bromwich Albion,Bolton Wanderers,1,1
02/03,Tottenham Hotspur,Sunderland AFC,4,1
02/03,Fulham FC,Aston Villa,2,1
02/03,Leeds United,West Ham United,1,0
02/03,Birmingham City,Chelsea FC,1,3
02/03,Manchester United,Manchester City,1,1
02/03,Newcastle United,Arsenal FC,1,1
