sezon,ev_sahibi,deplasman,ev_gol,deplasman_gol
20/21,West Bromwich Albion FC,Sheffield United FC,1,0
20/21,Southampton FC,Manchester United FC,2,3
20/21,Chelsea FC,Tottenham Hotspur FC,0,0
20/21,Arsenal FC,Wolverhampton Wanderers FC,1,2
20/21,Leicester City FC,Fulham FC,1,2
20/21,West Ham United FC,Aston Villa FC,2,1
19/20,Southampton FC,Leicester City,0,9
19/20,Manchester City,Aston Villa,3,0
19/20,Brighton & Hove Albion,Everton FC,3,2
19/20,Watford FC,AFC Bournemouth,0,0
19/20,West Ham United,Sheffield United,1,1
19/20,Burnley FC,Chelsea FC,2,4
19/20,Arsenal FC,Crystal Palace,2,2
19/20,Liverpool FC,Tottenham Hotspur,2,1
19/20,Norwich City,Manchester United,1,3
19/20,Newcastle United,Wolverhampton Wanderers,1,1
18/19,Brighton & Hove Albion,Wolverhampton Wanderers,1,0
18/19,Fulham FC,AFC Bournemouth,0,3
18/19,Liverpool FC,Cardiff City,4,1
18/19,Southampton FC,Newcastle United,0,0
18/19,Watford FC,Huddersfield Town,3,0
18/19,Leicester City,West Ham United,1,1
18/19,Crystal Palace,Arsenal FC,2,2
18/19,Manchester United,Everton FC,2,1
18/19,Burnley FC,Chelsea FC,0,4
18/19,Tottenham Hotspur,Manchester City,0,1
17/18,Manchester United,Tottenham Hotspur,1,0
17/18,Arsenal FC,Swansea City,2,1
17/18,Crystal Palace,West Ham United,2,2
17/18,Liverpool FC,Huddersfield Town,3,0
17/18,Watford FC,Stoke City,0,1
17/18,West Bromwich Albion,Manchester City,2,3
17/18,AFC Bournemouth,Chelsea FC,0,1
17/18,Leicester City,Everton FC,2,0
17/18,Brighton & Hove Albion,Southampton FC,1,1
17/18,Burnley FC,Newcastle United,1,0
16/17,Sunderland AFC,Arsenal FC,1,4
16/17,Manchester United,Burnley FC,0,0
16/17,Middlesbrough FC,AFC Bournemouth,2,0
16/17,Tottenham Hotspur,Leicester City,1,1
16/17,Watford FC,Hull City,1,0
16/17,West Bromwich Albion,Manchester City,0,4
16/17,Crystal Palace,Liverpool FC,2,4
16/17,Southampton FC,Chelsea FC,0,2
16/17,Everton FC,West Ham United,2,0
16/17,Stoke City,Swansea City,3,1
15/16,Aston Villa,Swansea City,1,2
15/16,Leicester City,Crystal Palace,1,0
15/16,Norwich City,West Bromwich Albion,0,1
15/16,Stoke City,Watford FC,0,2
15/16,West Ham United,Chelsea FC,2,1
15/16,Arsenal FC,Everton FC,2,1
15/16,AFC Bournemouth,Tottenham Hotspur,1,5
15/16,Manchester United,Manchester City,0,0
15/16,Liverpool FC,Southampton FC,1,1
15/16,Sunderland AFC,Newcastle United,3,0
14/15,Newcastle United,Liverpool FC,1,0
14/15,Arsenal FC,Burnley FC,3,0
14/15,Chelsea FC,Queens Park Rangers,2,1
14/15,Everton FC,Swansea City,0,0
14/15,Hull City,Southampton FC,0,1
14/15,Leicester City,West Bromwich Albion,0,1
14/15,Stoke City,West Ham United,2,2
14/15,Aston Villa,Tottenham Hotspur,1,2
14/15,Manchester City,Manchester United,1,0
14/15,Crystal Palace,Sunderland AFC,1,3
13/14,Newcastle United,Chelsea FC,2,0
13/14,Fulham FC,Manchester United,1,3
13/14,Hull City,Sunderland AFC,1,0
13/14,Manchester City,Norwich City,7,0
13/14,Stoke City,Southampton FC,1,1
13/14,West Bromwich Albion,Crystal Palace,2,0
13/14,West Ham United,Aston Villa,0,0
13/14,Arsenal FC,Liverpool FC,2,0
13/14,Cardiff City,Swansea City,1,0
13/14,Everton FC,Tottenham Hotspur,0,0
12/13,West Ham United,Manchester City,0,0
12/13,Manchester United,Arsenal FC,2,1
12/13,Fulham FC,Everton FC,2,2
12/13,Norwich City,Stoke City,1,0
12/13,Sunderland AFC,Aston Villa,0,1
12/13,Swansea City,Chelsea FC,1,1
12/13,Tottenham Hotspur,Wigan Athletic,0,1
12/13,Queens Park Rangers,Reading FC,1,1
12/13,Liverpool FC,Newcastle United,1,1
12/13,West Bromwich Albion,Southampton FC,2,0
11/12,West Bromwich Albion,Liverpool FC,0,2
11/12,Everton FC,Manchester United,0,1
11/12,Chelsea FC,Arsenal FC,3,5
11/12,Manchester City,Wolverhampton Wanderers,3,1
11/12,Norwich City,Blackburn Rovers,3,3
11/12,Sunderland AFC,Aston Villa,2,2
11/12,Swansea City,Bolton Wanderers,3,1
11/12,Wigan Athletic,Fulham FC,0,2
11/12,Tottenham Hotspur,Queens Park Rangers,3,1
11/12,Stoke City,Newcastle United,1,3
10/11,Blackburn Rovers,Chelsea FC,1,2
10/11,Arsenal FC,West Ham United,1,0
10/11,Wolverhampton Wanderers,Manchester City,2,1
10/11,Everton FC,Stoke City,1,0
10/11,Fulham FC,Wigan Athletic,2,0
10/11,Manchester United,Tottenham Hotspur,2,0
10/11,Newcastle United,Sunderland AFC,5,1
10/11,Bolton Wanderers,Liverpool FC,0,1
10/11,Aston Villa,Birmingham City,0,0
10/11,Blackpool FC,West Bromwich Albion,2,1
09/10,Tottenham Hotspur,Stoke City,0,1
09/10,Hull City,Portsmouth FC,0,0
09/10,Burnley FC,Wigan Athletic,1,3
09/10,Chelsea FC,Blackburn Rovers,5,0
09/10,Wolverhampton Wanderers,Aston Villa,1,1
09/10,Birmingham City,Sunderland AFC,2,1
09/10,Manchester City,Fulham FC,2,2
09/10,Liverpool FC,Manchester United,2,0
09/10,Bolton Wanderers,Everton FC,3,2
09/10,West Ham United,Arsenal FC,2,2
08/09,Newcastle United,West Bromwich Albion,2,1
08/09,Liverpool FC,Portsmouth FC,1,0
08/09,Hull City,Chelsea FC,0,3
08/09,Stoke City,Sunderland AFC,1,0
08/09,Aston Villa,Blackburn Rovers,3,2
08/09,Fulham FC,Wigan Athletic,2,0
08/09,Arsenal FC,Tottenham Hotspur,4,4
08/09,Bolton Wanderers,Everton FC,0,1
08/09,Manchester United,West Ham United,2,0
08/09,Middlesbrough FC,Manchester City,2,0
07/08,Wigan Athletic,Portsmouth FC,0,2
07/08,Middlesbrough FC,Chelsea FC,0,2
07/08,Aston Villa,Manchester United,1,4
07/08,Everton FC,Liverpool FC,1,2
07/08,Arsenal FC,Bolton Wanderers,2,0
07/08,Blackburn Rovers,Reading FC,4,2
07/08,Fulham FC,Derby County,0,0
07/08,Manchester City,Birmingham City,1,0
07/08,West Ham United,Sunderland AFC,3,1
07/08,Newcastle United,Tottenham Hotspur,3,1
06/07,Newcastle United,Charlton Athletic,0,0
06/07,Sheffield United,Chelsea FC,0,2
06/07,Arsenal FC,Everton FC,1,1
06/07,Bolton Wanderers,Manchester United,0,4
06/07,Fulham FC,Wigan Athletic,0,1
06/07,Liverpool FC,Aston Villa,3,1
06/07,Portsmouth FC,Reading FC,3,1
06/07,Watford FC,Tottenham Hotspur,0,0
06/07,West Ham United,Blackburn Rovers,2,1
06/07,Manchester City,Middlesbrough FC,1,0
05/06,Manchester United,Tottenham Hotspur,1,1
05/06,Fulham FC,Liverpool FC,2,0
05/06,Aston Villa,Wigan Athletic,0,2
05/06,Portsmouth FC,Charlton Athletic,1,2
05/06,Blackburn Rovers,Birmingham City,2,0
05/06,Arsenal FC,Manchester City,1,0
05/06,West Ham United,Middlesbrough FC,2,1
05/06,Bolton Wanderers,West Bromwich Albion,2,0
05/06,Newcastle United,Sunderland AFC,3,2
05/06,Everton FC,Chelsea FC,1,1
04/05,Liverpool FC,Charlton Athletic,2,0
04/05,Norwich City,Everton FC,2,3
04/05,Aston Villa,Fulham FC,2,0
04/05,Chelsea FC,Blackburn Rovers,4,0
04/05,Crystal Palace,West Bromwich Albion,3,0
04/05,Tottenham Hotspur,Bolton Wanderers,1,2
04/05,Southampton FC,Birmingham City,0,0
04/05,Middlesbrough FC,Portsmouth FC,1,1
04/05,Newcastle United,Manchester City,4,3
04/05,Manchester United,Arsenal FC,2,0
03/04,Bolton Wanderers,Birmingham City,0,1
03/04,Liverpool FC,Leeds United,3,1
03/04,Aston Villa,Everton FC,0,0
03/04,Wolverhampton Wanderers,Leicester City,4,3
03/04,Chelsea FC,Manchester City,1,0
03/04,Manchester United,Fulham FC,1,3
03/04,Newcastle United,Portsmouth FC,3,0
03/04,Southampton FC,Blackburn Rovers,2,0
03/04,Tottenham Hotspur,Middlesbrough FC,0,0
03/04,Charlton Athletic,Arsenal FC,1,1
02/03,Fulham FC,Manchester United,1,1
02/03,Blackburn Rovers,Newcastle United,5,2
02/03,Leeds United,Liverpool FC,0,1
02/03,West Bromwich Albion,Birmingham City,1,1
02/03,Manchester City,Chelsea FC,0,3
02/03,Sunderland AFC,West Ham United,0,1
02/03,Everton FC,Arsenal FC,2,1
02/03,Charlton Athletic,Middlesbrough FC,1,0
02/03,Tottenham Hotspur,Bolton Wanderers,3,1
02/03,Aston Villa,Southampton FC,0,1
