sezon,ev_sahibi,deplasman,ev_gol,deplasman_gol
19/20,Sheffield United,Liverpool FC,0,1
19/20,AFC Bournemouth,West Ham United,2,2
19/20,Aston Villa,Burnley FC,2,2
19/20,Chelsea FC,Brighton & Hove Albion,2,0
19/20,Crystal Palace,Norwich City,2,0
19/20,Tottenham Hotspur,Southampton FC,2,1
19/20,Wolverhampton Wanderers,Watford FC,2,0
19/20,Everton FC,Manchester City,1,3
19/20,Leicester City,Newcastle United,5,0
19/20,Manchester United,Arsenal FC,1,1
18/19,West Ham United,Manchester United,3,1
18/19,Arsenal FC,Watford FC,2,0
18/19,Everton FC,Fulham FC,3,0
18/19,Huddersfield Town,Tottenham Hotspur,0,2
18/19,Manchester City,Brighton & Hove Albion,2,0
18/19,Newcastle United,Leicester City,0,2
18/19,Wolverhampton Wanderers,Southampton FC,2,0
18/19,Chelsea FC,Liverpool FC,1,1
18/19,Cardiff City,Burnley FC,1,2
18/19,AFC Bournemouth,Crystal Palace,2,1
17/18,Huddersfield Town,Tottenham Hotspur,0,4
17/18,AFC Bournemouth,Leicester City,0,0
17/18,Manchester United,Crystal Palace,4,0
17/18,Stoke City,Southampton FC,2,1
17/18,West Bromwich Albion,Watford FC,2,2
17/18,West Ham United,Swansea City,1,0
17/18,Chelsea FC,Manchester City,0,1
17/18,Arsenal FC,Brighton & Hove Albion,2,0
17/18,Everton FC,Burnley FC,0,1
17/18,Newcastle United,Liverpool FC,1,1
16/17,Everton FC,Crystal Palace,1,1
16/17,Hull City,Chelsea FC,0,2
16/17,Sunderland AFC,West Bromwich Albion,1,1
16/17,Watford FC,AFC Bournemouth,2,2
16/17,West Ham United,Middlesbrough FC,1,1
16/17,Swansea City,Liverpool FC,1,2
16/17,Manchester United,Stoke City,1,1
16/17,Leicester City,Southampton FC,0,0
16/17,Tottenham Hotspur,Manchester City,2,0
16/17,Burnley FC,Arsenal FC,0,1
15/16,Leicester City,Arsenal FC,2,5
15/16,Liverpool FC,Aston Villa,3,2
15/16,Manchester United,Sunderland AFC,3,0
15/16,Southampton FC,Swansea City,3,1
15/16,Stoke City,AFC Bournemouth,2,1
15/16,West Ham United,Norwich City,2,2
15/16,Newcastle United,Chelsea FC,2,2
15/16,Tottenham Hotspur,Manchester City,4,1
15/16,Watford FC,Crystal Palace,0,1
15/16,West Bromwich Albion,Everton FC,2,3
14/15,Leicester City,Burnley FC,2,2
14/15,Liverpool FC,West Bromwich Albion,2,1
14/15,Sunderland AFC,Stoke City,3,1
14/15,Swansea City,Newcastle United,2,2
14/15,Aston Villa,Manchester City,0,2
14/15,Hull City,Crystal Palace,2,0
14/15,Manchester United,Everton FC,2,1
14/15,Tottenham Hotspur,Southampton FC,1,0
14/15,Chelsea FC,Arsenal FC,2,0
14/15,West Ham United,Queens Park Rangers,2,0
13/14,Manchester City,Everton FC,3,1
13/14,Cardiff City,Newcastle United,1,2
13/14,Fulham FC,Stoke City,1,0
13/14,Hull City,Aston Villa,0,0
13/14,Liverpool FC,Crystal Palace,3,1
13/14,Sunderland AFC,Manchester United,1,2
13/14,Norwich City,Chelsea FC,1,3
13/14,Southampton FC,Swansea City,2,0
13/14,Tottenham Hotspur,West Ham United,0,3
13/14,West Bromwich Albion,Arsenal FC,1,1
12/13,West Ham United,Arsenal FC,1,3
12/13,Manchester City,Sunderland AFC,3,0
12/13,Chelsea FC,Norwich City,4,1
12/13,Swansea City,Reading FC,2,2
12/13,West Bromwich Albion,Queens Park Rangers,3,2
12/13,Wigan Athletic,Everton FC,2,2
12/13,Liverpool FC,Stoke City,0,0
12/13,Southampton FC,Fulham FC,2,2
12/13,Newcastle United,Manchester United,0,3
12/13,Tottenham Hotspur,Aston Villa,2,0
11/12,Wolverhampton Wanderers,Newcastle United,1,2
11/12,Everton FC,Liverpool FC,0,2
11/12,Aston Villa,Wigan Athletic,2,0
11/12,Blackburn Rovers,Manchester City,0,4
11/12,Manchester United,Norwich City,2,0
11/12,Sunderland AFC,West Bromwich Albion,2,2
11/12,Fulham FC,Queens Park Rangers,6,0
11/12,Bolton Wanderers,Chelsea FC,1,5
11/12,Tottenham Hotspur,Arsenal FC,2,1
11/12,Swansea City,Stoke City,2,0
10/11,Tottenham Hotspur,Aston Villa,2,1
10/11,Stoke City,Blackburn Rovers,1,0
10/11,West Ham United,Fulham FC,1,1
10/11,West Bromwich Albion,Bolton Wanderers,1,1
10/11,Birmingham City,Everton FC,0,2
10/11,Sunderland AFC,Manchester United,0,0
10/11,Wigan Athletic,Wolverhampton Wanderers,2,0
10/11,Manchester City,Newcastle United,2,1
10/11,Liverpool FC,Blackpool FC,1,2
10/11,Chelsea FC,Arsenal FC,2,0
09/10,Tottenham Hotspur,Burnley FC,5,0
09/10,Wigan Athletic,Chelsea FC,3,1
09/10,Fulham FC,Arsenal FC,0,1
09/10,Stoke City,Manchester United,0,2
09/10,Portsmouth FC,Everton FC,0,1
09/10,Birmingham City,Bolton Wanderers,1,2
09/10,Blackburn Rovers,Aston Villa,2,1
09/10,Liverpool FC,Hull City,6,1
09/10,Sunderland AFC,Wolverhampton Wanderers,5,2
09/10,Manchester City,West Ham United,3,1
08/09,Sunderland AFC,Arsenal FC,1,1
08/09,West Bromwich Albion,Fulham FC,1,0
08/09,Wigan Athletic,Middlesbrough FC,0,1
08/09,Blackburn Rovers,Manchester United,0,2
08/09,Everton FC,Newcastle United,2,2
08/09,West Ham United,Bolton Wanderers,1,3
08/09,Chelsea FC,Aston Villa,2,0
08/09,Manchester City,Liverpool FC,2,3
08/09,Portsmouth FC,Stoke City,2,1
08/09,Tottenham Hotspur,Hull City,0,1
07/08,Middlesbrough FC,Sunderland AFC,2,2
07/08,Liverpool FC,Birmingham City,0,0
07/08,Reading FC,Wigan Athletic,2,1
07/08,Arsenal FC,Derby County,5,0
07/08,Fulham FC,Manchester City,3,3
07/08,Blackburn Rovers,Portsmouth FC,0,1
07/08,Manchester United,Chelsea FC,2,0
07/08,Bolton Wanderers,Tottenham Hotspur,1,1
07/08,Newcastle United,West Ham United,3,1
07/08,Aston Villa,Everton FC,2,0
06/07,Bolton Wanderers,Liverpool FC,2,0
06/07,Charlton Athletic,Arsenal FC,1,2
06/07,Chelsea FC,Aston Villa,1,1
06/07,Everton FC,Manchester City,1,1
06/07,Sheffield United,Middlesbrough FC,2,1
06/07,Blackburn Rovers,Wigan Athletic,2,1
06/07,West Ham United,Reading FC,0,1
06/07,Manchester United,Newcastle United,2,0
06/07,Tottenham Hotspur,Portsmouth FC,2,1
06/07,Watford FC,Fulham FC,3,3
05/06,West Bromwich Albion,Charlton Athletic,1,2
05/06,West Ham United,Arsenal FC,0,0
05/06,Bolton Wanderers,Portsmouth FC,1,0
05/06,Newcastle United,Manchester City,1,0
05/06,Birmingham City,Liverpool FC,2,2
05/06,Chelsea FC,Aston Villa,2,1
05/06,Everton FC,Wigan Athletic,0,1
05/06,Manchester United,Blackburn Rovers,1,2
05/06,Middlesbrough FC,Sunderland AFC,0,2
05/06,Tottenham Hotspur,Fulham FC,1,0
04/05,Bolton Wanderers,Birmingham City,1,1
04/05,Middlesbrough FC,Chelsea FC,0,1
04/05,Aston Villa,Crystal Palace,1,1
04/05,Fulham FC,Southampton FC,1,0
04/05,Liverpool FC,Norwich City,3,0
04/05,Manchester City,Arsenal FC,0,1
04/05,Newcastle United,West Bromwich Albion,3,1
04/05,Tottenham Hotspur,Manchester United,0,1
04/05,Portsmouth FC,Everton FC,0,1
04/05,Charlton Athletic,Blackburn Rovers,1,0
03/04,Arsenal FC,Newcastle United,3,2
03/04,Bolton Wanderers,Wolverhampton Wanderers,1,1
03/04,Leicester City,Manchester United,1,4
03/04,Southampton FC,Middlesbrough FC,0,1
03/04,Birmingham City,Portsmouth FC,2,0
03/04,Chelsea FC,Aston Villa,1,0
03/04,Manchester City,Tottenham Hotspur,0,0
03/04,Blackburn Rovers,Fulham FC,0,2
03/04,Charlton Athletic,Liverpool FC,3,2
03/04,Everton FC,Leeds United,4,0
02/03,Liverpool FC,West Bromwich Albion,2,0
02/03,Arsenal FC,Bolton Wanderers,2,1
02/03,Newcastle United,Sunderland AFC,2,0
02/03,West Ham United,Manchester City,0,0
02/03,Middlesbrough FC,Birmingham City,1,0
02/03,Southampton FC,Charlton Athletic,0,0
02/03,Manchester United,Tottenham Hotspur,1,0
02/03,Blackburn Rovers,Leeds United,1,0
02/03,Aston Villa,Everton FC,3,2
02/03,Fulham FC,Chelsea FC,0,0
