sezon,ev_sahibi,deplasman,ev_gol,deplasman_gol
15/16,Crystal Palace,Chelsea FC,0,3
14/15,Stoke City,Manchester United,1,1
14/15,Aston Villa,Crystal Palace,0,0
14/15,Hull City,Everton FC,2,0
14/15,Liverpool FC,Leicester City,2,2
14/15,Manchester City,Sunderland AFC,3,2
14/15,Newcastle United,Burnley FC,3,3
14/15,Queens Park Rangers,Swansea City,1,1
14/15,Southampton FC,Arsenal FC,2,0
14/15,West Ham United,West Bromwich Albion,1,1
14/15,Tottenham Hotspur,Chelsea FC,5,3
13/14,Swansea City,Manchester City,2,3
13/14,Arsenal FC,Cardiff City,2,0
13/14,Crystal Palace,Norwich City,1,1
13/14,Fulham FC,West Ham United,2,1
13/14,Liverpool FC,Hull City,2,0
13/14,Southampton FC,Chelsea FC,0,3
13/14,Stoke City,Everton FC,1,1
13/14,Sunderland AFC,Aston Villa,0,1
13/14,West Bromwich Albion,Newcastle United,1,0
13/14,Manchester United,Tottenham Hotspur,1,2
12/13,Arsenal FC,Newcastle United,7,3
12/13,Stoke City,Southampton FC,3,3
12/13,Sunderland AFC,Tottenham Hotspur,1,2
12/13,Aston Villa,Wigan Athletic,0,3
12/13,Fulham FC,Swansea City,1,2
12/13,Manchester United,West Bromwich Albion,2,0
12/13,Norwich City,Manchester City,3,4
12/13,Reading FC,West Ham United,1,0
12/13,Everton FC,Chelsea FC,1,2
12/13,Queens Park Rangers,Liverpool FC,0,3
11/12,Fulham FC,Arsenal FC,2,1
11/12,Blackburn Rovers,Stoke City,1,2
11/12,Aston Villa,Swansea City,0,2
11/12,Queens Park Rangers,Norwich City,1,2
11/12,Wolverhampton Wanderers,Chelsea FC,1,2
11/12,Tottenham Hotspur,West Bromwich Albion,1,0
11/12,Wigan Athletic,Sunderland AFC,1,4
11/12,Manchester City,Liverpool FC,3,0
11/12,Everton FC,Bolton Wanderers,1,2
11/12,Newcastle United,Manchester United,3,0
10/11,Manchester City,Aston Villa,4,0
10/11,West Bromwich Albion,Blackburn Rovers,1,3
10/11,Stoke City,Fulham FC,0,2
10/11,West Ham United,Everton FC,1,1
10/11,Sunderland AFC,Blackpool FC,0,2
10/11,Tottenham Hotspur,Newcastle United,2,0
10/11,Birmingham City,Manchester United,1,1
10/11,Wigan Athletic,Arsenal FC,2,2
10/11,Chelsea FC,Bolton Wanderers,1,0
10/11,Liverpool FC,Wolverhampton Wanderers,0,1
09/10,Everton FC,Burnley FC,2,0
09/10,Wolverhampton Wanderers,Manchester City,0,3
09/10,Stoke City,Birmingham City,0,1
09/10,Chelsea FC,Fulham FC,2,1
09/10,Tottenham Hotspur,West Ham United,2,0
09/10,Blackburn Rovers,Sunderland AFC,2,2
09/10,Aston Villa,Liverpool FC,0,1
09/10,Bolton Wanderers,Hull City,2,2
09/10,Manchester United,Wigan Athletic,5,0
09/10,Portsmouth FC,Arsenal FC,1,4
08/09,Blackburn Rovers,Manchester City,2,2
08/09,West Ham United,Stoke City,2,1
08/09,Newcastle United,Liverpool FC,1,5
08/09,Arsenal FC,Portsmouth FC,1,0
08/09,Bolton Wanderers,Wigan Athletic,0,1
08/09,Everton FC,Sunderland AFC,3,0
08/09,Fulham FC,Chelsea FC,2,2
08/09,West Bromwich Albion,Tottenham Hotspur,2,0
08/09,Manchester United,Middlesbrough FC,1,0
08/09,Hull City,Aston Villa,0,1
07/08,Everton FC,Arsenal FC,1,4
07/08,Birmingham City,Fulham FC,1,1
07/08,Chelsea FC,Newcastle United,2,1
07/08,Portsmouth FC,Middlesbrough FC,0,1
07/08,Sunderland AFC,Bolton Wanderers,3,1
07/08,Tottenham Hotspur,Reading FC,6,4
07/08,West Ham United,Manchester United,2,1
07/08,Wigan Athletic,Aston Villa,1,2
07/08,Derby County,Blackburn Rovers,1,2
07/08,Manchester City,Liverpool FC,0,0
06/07,Watford FC,Arsenal FC,1,2
06/07,Tottenham Hotspur,Aston Villa,2,1
06/07,Chelsea FC,Reading FC,2,2
06/07,West Ham United,Portsmouth FC,1,2
06/07,Manchester United,Wigan Athletic,3,1
06/07,Everton FC,Middlesbrough FC,0,0
06/07,Sheffield United,Manchester City,0,1
06/07,Blackburn Rovers,Liverpool FC,1,0
06/07,Bolton Wanderers,Newcastle United,2,1
06/07,Charlton Athletic,Fulham FC,2,2
05/06,Wigan Athletic,Blackburn Rovers,0,3
05/06,Sunderland AFC,Everton FC,0,1
05/06,Portsmouth FC,Fulham FC,1,0
05/06,Middlesbrough FC,Manchester City,0,0
05/06,Manchester United,Bolton Wanderers,4,1
05/06,Liverpool FC,West Bromwich Albion,1,0
05/06,Aston Villa,Arsenal FC,0,0
05/06,Charlton Athletic,West Ham United,2,0
05/06,Chelsea FC,Birmingham City,2,0
05/06,Tottenham Hotspur,Newcastle United,2,0
04/05,Bolton Wanderers,Blackburn Rovers,0,1
04/05,Charlton Athletic,Everton FC,2,0
04/05,Fulham FC,Birmingham City,2,3
04/05,Manchester City,West Bromwich Albion,1,1
04/05,Middlesbrough FC,Norwich City,2,0
04/05,Portsmouth FC,Chelsea FC,0,2
04/05,Tottenham Hotspur,Crystal Palace,1,1
04/05,Liverpool FC,Southampton FC,1,0
04/05,Aston Villa,Manchester United,0,1
04/05,Newcastle United,Arsenal FC,0,1
03/04,Aston Villa,Portsmouth FC,2,1
03/04,Chelsea FC,Liverpool FC,0,1
03/04,Everton FC,Arsenal FC,1,1
03/04,Tottenham Hotspur,Birmingham City,4,1
03/04,Wolverhampton Wanderers,Blackburn Rovers,2,2
03/04,Manchester City,Charlton Athletic,1,1
03/04,Middlesbrough FC,Fulham FC,2,1
03/04,Newcastle United,Leeds United,1,0
03/04,Southampton FC,Leicester City,0,0
03/04,Bolton Wanderers,Manchester United,1,2
02/03,Middlesbrough FC,Manchester United,3,1
02/03,West Ham United,Fulham FC,1,1
02/03,Tottenham Hotspur,Charlton Athletic,2,2
02/03,Chelsea FC,Southampton FC,0,0
02/03,Bolton Wanderers,Newcastle United,4,3
02/03,West Bromwich Albion,Arsenal FC,1,2
02/03,Sunderland AFC,Leeds United,1,2
02/03,Liverpool FC,Blackburn Rovers,1,1
02/03,Manchester City,Aston Villa,3,1
02/03,Birmingham City,Everton FC,1,1
