sezon,ev_sahibi,deplasman,ev_gol,deplasman_gol
17/18,West Bromwich Albion,Leicester City,1,4
17/18,West Ham United,Burnley FC,0,3
17/18,Chelsea FC,Crystal Palace,2,1
17/18,Manchester United,Liverpool FC,2,1
17/18,Arsenal FC,Watford FC,3,0
17/18,AFC Bournemouth,Tottenham Hotspur,1,4
17/18,Stoke City,Manchester City,0,2
16/17,Hull City,West Ham United,2,1
16/17,Leicester City,Stoke City,2,0
16/17,Chelsea FC,Crystal Palace,1,2
16/17,Burnley FC,Tottenham Hotspur,0,2
16/17,Southampton FC,AFC Bournemouth,0,0
16/17,Watford FC,Sunderland AFC,1,0
16/17,Manchester United,West Bromwich Albion,0,0
16/17,Liverpool FC,Everton FC,3,1
16/17,Arsenal FC,Manchester City,2,2
16/17,Swansea City,Middlesbrough FC,0,0
15/16,AFC Bournemouth,Swansea City,3,2
15/16,Norwich City,Manchester City,0,0
15/16,Stoke City,Southampton FC,1,2
15/16,Aston Villa,Tottenham Hotspur,0,2
15/16,Leicester City,Newcastle United,1,0
15/16,West Ham United,Watford FC,3,1
15/16,Manchester United,Crystal Palace,2,0
15/16,Arsenal FC,West Bromwich Albion,2,0
15/16,Sunderland AFC,Everton FC,3,0
15/16,Liverpool FC,Chelsea FC,1,1
14/15,West Ham United,Sunderland AFC,1,0
14/15,Manchester City,West Bromwich Albion,3,0
14/15,Aston Villa,Swansea City,0,1
14/15,Newcastle United,Arsenal FC,1,2
14/15,Southampton FC,Burnley FC,2,0
14/15,Stoke City,Crystal Palace,1,2
14/15,Tottenham Hotspur,Leicester City,4,3
14/15,Liverpool FC,Manchester United,1,2
14/15,Hull City,Chelsea FC,2,3
14/15,Queens Park Rangers,Everton FC,1,2
13/14,Swansea City,West Bromwich Albion,1,2
13/14,Aston Villa,Chelsea FC,1,0
13/14,Stoke City,West Ham United,3,1
13/14,Southampton FC,Norwich City,4,2
13/14,Fulham FC,Newcastle United,1,0
13/14,Sunderland AFC,Crystal Palace,0,0
13/14,Everton FC,Cardiff City,2,1
13/14,Hull City,Manchester City,0,2
13/14,Tottenham Hotspur,Arsenal FC,0,1
13/14,Manchester United,Liverpool FC,0,3
12/13,Swansea City,Arsenal FC,0,2
12/13,Stoke City,West Bromwich Albion,0,0
12/13,Southampton FC,Liverpool FC,3,1
12/13,Aston Villa,Queens Park Rangers,3,2
12/13,Everton FC,Manchester City,2,0
12/13,Manchester United,Reading FC,1,0
12/13,Chelsea FC,West Ham United,2,0
12/13,Wigan Athletic,Newcastle United,2,1
12/13,Tottenham Hotspur,Fulham FC,0,1
12/13,Sunderland AFC,Norwich City,1,1
11/12,Norwich City,Wolverhampton Wanderers,2,1
11/12,Chelsea FC,Tottenham Hotspur,0,0
11/12,Arsenal FC,Aston Villa,3,0
11/12,Bolton Wanderers,Blackburn Rovers,2,1
11/12,Liverpool FC,Wigan Athletic,1,2
11/12,Swansea City,Everton FC,0,2
11/12,Sunderland AFC,Queens Park Rangers,3,1
11/12,Stoke City,Manchester City,1,1
11/12,West Bromwich Albion,Newcastle United,1,3
11/12,Manchester United,Fulham FC,1,0
10/11,Blackburn Rovers,Blackpool FC,2,2
10/11,Aston Villa,Wolverhampton Wanderers,0,1
10/11,Tottenham Hotspur,West Ham United,0,0
10/11,Manchester United,Bolton Wanderers,1,0
10/11,West Bromwich Albion,Arsenal FC,2,2
10/11,Wigan Athletic,Birmingham City,2,1
10/11,Stoke City,Newcastle United,4,0
10/11,Everton FC,Fulham FC,2,1
10/11,Sunderland AFC,Liverpool FC,0,2
10/11,Chelsea FC,Manchester City,2,0
09/10,Birmingham City,Everton FC,2,2
09/10,Burnley FC,Wolverhampton Wanderers,1,2
09/10,Hull City,Arsenal FC,1,2
09/10,Stoke City,Aston Villa,0,0
09/10,Chelsea FC,West Ham United,4,1
09/10,Bolton Wanderers,Wigan Athletic,4,0
09/10,Tottenham Hotspur,Blackburn Rovers,3,1
09/10,Manchester United,Fulham FC,3,0
09/10,Sunderland AFC,Manchester City,1,1
09/10,Liverpool FC,Portsmouth FC,4,1
08/09,West Bromwich Albion,Bolton Wanderers,1,1
08/09,Portsmouth FC,Everton FC,2,1
08/09,Blackburn Rovers,West Ham United,1,1
08/09,Fulham FC,Manchester United,2,0
08/09,Stoke City,Middlesbrough FC,1,0
08/09,Tottenham Hotspur,Chelsea FC,1,0
08/09,Newcastle United,Arsenal FC,1,3
08/09,Wigan Athletic,Hull City,1,0
08/09,Manchester City,Sunderland AFC,1,0
08/09,Liverpool FC,Aston Villa,5,0
07/08,Arsenal FC,Middlesbrough FC,1,1
07/08,Derby County,Manchester United,0,1
07/08,Liverpool FC,Reading FC,2,1
07/08,Portsmouth FC,Aston Villa,2,0
07/08,Sunderland AFC,Chelsea FC,0,1
07/08,West Ham United,Blackburn Rovers,2,1
07/08,Manchester City,Tottenham Hotspur,2,1
07/08,Wigan Athletic,Bolton Wanderers,1,0
07/08,Fulham FC,Everton FC,1,0
07/08,Birmingham City,Newcastle United,1,1
06/07,Blackburn Rovers,West Ham United,1,2
06/07,Manchester United,Bolton Wanderers,4,1
06/07,Wigan Athletic,Fulham FC,0,0
06/07,Middlesbrough FC,Manchester City,0,2
06/07,Reading FC,Portsmouth FC,0,0
06/07,Chelsea FC,Sheffield United,3,0
06/07,Tottenham Hotspur,Watford FC,3,1
06/07,Charlton Athletic,Newcastle United,2,0
06/07,Aston Villa,Liverpool FC,0,0
06/07,Everton FC,Arsenal FC,1,0
05/06,West Ham United,Portsmouth FC,2,4
05/06,Birmingham City,Tottenham Hotspur,0,2
05/06,Everton FC,Aston Villa,4,1
05/06,Arsenal FC,Charlton Athletic,3,0
05/06,Blackburn Rovers,Middlesbrough FC,3,2
05/06,Bolton Wanderers,Sunderland AFC,2,0
05/06,Manchester City,Wigan Athletic,0,1
05/06,West Bromwich Albion,Manchester United,1,2
05/06,Newcastle United,Liverpool FC,1,3
05/06,Fulham FC,Chelsea FC,1,0
04/05,Tottenham Hotspur,Manchester City,2,1
04/05,Blackburn Rovers,Arsenal FC,0,1
04/05,Charlton Athletic,West Bromwich Albion,1,4
04/05,Chelsea FC,Crystal Palace,4,1
04/05,Manchester United,Fulham FC,1,0
04/05,Portsmouth FC,Newcastle United,1,1
04/05,Bolton Wanderers,Norwich City,1,0
04/05,Liverpool FC,Everton FC,2,1
04/05,Birmingham City,Aston Villa,2,0
04/05,Middlesbrough FC,Southampton FC,1,3
03/04,Birmingham City,Leeds United,4,1
03/04,Charlton Athletic,Aston Villa,1,2
03/04,Chelsea FC,Wolverhampton Wanderers,5,2
03/04,Manchester City,Fulham FC,0,0
03/04,Everton FC,Middlesbrough FC,1,1
03/04,Blackburn Rovers,Portsmouth FC,1,2
03/04,Southampton FC,Tottenham Hotspur,1,0
03/04,Leicester City,Liverpool FC,0,0
03/04,Arsenal FC,Manchester United,1,1
03/04,Bolton Wanderers,Newcastle United,1,0
02/03,Aston Villa,Manchester United,0,1
02/03,Sunderland AFC,Bolton Wanderers,0,2
02/03,Everton FC,West Ham United,0,0
02/03,Fulham FC,Southampton FC,2,2
02/03,Leeds United,Middlesbrough FC,2,3
02/03,Blackburn Rovers,Arsenal FC,2,0
02/03,Charlton Athletic,Newcastle United,0,2
02/03,Tottenham Hotspur,Liverpool FC,2,3
02/03,West Bromwich Albion,Chelsea FC,0,2
02/03,Manchester City,Birmingham City,1,0
