sezon,ev_sahibi,deplasman,ev_gol,deplasman_gol
17/18,Tottenham Hotspur,Burnley FC,1,1
17/18,Chelsea FC,Everton FC,2,0
16/17,Tottenham Hotspur,Liverpool FC,1,1
16/17,Chelsea FC,Burnley FC,3,0
16/17,Crystal Palace,AFC Bournemouth,1,1
16/17,Everton FC,Stoke City,1,0
16/17,Leicester City,Swansea City,2,1
16/17,Southampton FC,Sunderland AFC,1,1
16/17,Watford FC,Arsenal FC,1,3
16/17,Hull City,Manchester United,0,1
16/17,Manchester City,West Ham United,3,1
16/17,West Bromwich Albion,Middlesbrough FC,0,0
15/16,Manchester United,Newcastle United,0,0
15/16,Crystal Palace,Aston Villa,2,1
15/16,Leicester City,Tottenham Hotspur,1,1
15/16,Norwich City,Stoke City,1,1
15/16,Sunderland AFC,Swansea City,1,1
15/16,West Ham United,AFC Bournemouth,3,4
15/16,Everton FC,Manchester City,0,2
15/16,Watford FC,Southampton FC,0,0
15/16,West Bromwich Albion,Chelsea FC,2,3
15/16,Arsenal FC,Liverpool FC,0,0
14/15,Burnley FC,Manchester United,0,0
14/15,Manchester City,Stoke City,0,1
14/15,Newcastle United,Crystal Palace,3,3
14/15,Queens Park Rangers,Sunderland AFC,1,0
14/15,Swansea City,West Bromwich Albion,3,0
14/15,West Ham United,Southampton FC,1,3
14/15,Everton FC,Chelsea FC,3,6
14/15,Tottenham Hotspur,Liverpool FC,0,3
14/15,Leicester City,Arsenal FC,1,1
14/15,Aston Villa,Hull City,2,1
13/14,Chelsea FC,Aston Villa,2,1
13/14,Manchester City,Hull City,2,0
13/14,Cardiff City,Everton FC,0,0
13/14,Newcastle United,Fulham FC,1,0
13/14,Norwich City,Southampton FC,1,0
13/14,West Ham United,Stoke City,0,1
13/14,Crystal Palace,Sunderland AFC,3,1
13/14,West Bromwich Albion,Swansea City,0,2
13/14,Arsenal FC,Tottenham Hotspur,1,0
13/14,Liverpool FC,Manchester United,1,0
12/13,Chelsea FC,Reading FC,4,2
12/13,Manchester City,Queens Park Rangers,3,1
12/13,West Ham United,Fulham FC,3,0
12/13,Swansea City,Sunderland AFC,2,2
12/13,Tottenham Hotspur,Norwich City,1,1
12/13,West Bromwich Albion,Everton FC,2,0
12/13,Wigan Athletic,Stoke City,2,2
12/13,Liverpool FC,Arsenal FC,0,2
12/13,Newcastle United,Aston Villa,1,1
12/13,Southampton FC,Manchester United,2,3
11/12,Liverpool FC,Bolton Wanderers,3,1
11/12,Aston Villa,Wolverhampton Wanderers,0,0
11/12,Wigan Athletic,Queens Park Rangers,2,0
11/12,Blackburn Rovers,Everton FC,0,1
11/12,Chelsea FC,Norwich City,3,1
11/12,Swansea City,Sunderland AFC,0,0
11/12,Newcastle United,Fulham FC,2,1
11/12,Tottenham Hotspur,Manchester City,1,5
11/12,West Bromwich Albion,Stoke City,0,1
11/12,Manchester United,Arsenal FC,8,2
10/11,Blackburn Rovers,Arsenal FC,1,2
10/11,Tottenham Hotspur,Wigan Athletic,0,1
10/11,Wolverhampton Wanderers,Newcastle United,1,1
10/11,Chelsea FC,Stoke City,2,0
10/11,Blackpool FC,Fulham FC,2,2
10/11,Manchester United,West Ham United,3,0
10/11,Liverpool FC,West Bromwich Albion,1,0
10/11,Sunderland AFC,Manchester City,1,0
10/11,Aston Villa,Everton FC,1,0
10/11,Bolton Wanderers,Birmingham City,2,2
09/10,Wigan Athletic,Manchester United,0,5
09/10,Sunderland AFC,Blackburn Rovers,2,1
09/10,Manchester City,Wolverhampton Wanderers,1,0
09/10,Hull City,Bolton Wanderers,1,0
09/10,Arsenal FC,Portsmouth FC,4,1
09/10,Birmingham City,Stoke City,0,0
09/10,Fulham FC,Chelsea FC,0,2
09/10,Burnley FC,Everton FC,1,0
09/10,West Ham United,Tottenham Hotspur,1,2
09/10,Liverpool FC,Aston Villa,1,3
08/09,Bolton Wanderers,West Bromwich Albion,0,0
08/09,Everton FC,Portsmouth FC,0,3
08/09,Hull City,Wigan Athletic,0,5
08/09,Middlesbrough FC,Stoke City,2,1
08/09,West Ham United,Blackburn Rovers,4,1
08/09,Arsenal FC,Newcastle United,3,0
08/09,Sunderland AFC,Manchester City,0,3
08/09,Aston Villa,Liverpool FC,0,0
08/09,Chelsea FC,Tottenham Hotspur,1,1
08/09,Manchester United,Fulham FC,3,0
07/08,Newcastle United,Aston Villa,0,0
07/08,Wigan Athletic,Sunderland AFC,3,0
07/08,Tottenham Hotspur,Derby County,4,0
07/08,Portsmouth FC,Bolton Wanderers,3,1
07/08,Birmingham City,West Ham United,0,1
07/08,Fulham FC,Middlesbrough FC,1,2
07/08,Reading FC,Everton FC,1,0
07/08,Blackburn Rovers,Arsenal FC,1,1
07/08,Manchester City,Manchester United,1,0
07/08,Liverpool FC,Chelsea FC,1,1
06/07,Manchester City,Arsenal FC,1,0
06/07,Fulham FC,Sheffield United,1,0
06/07,Liverpool FC,West Ham United,2,1
06/07,Charlton Athletic,Bolton Wanderers,2,0
06/07,Wigan Athletic,Reading FC,1,0
06/07,Watford FC,Manchester United,1,2
06/07,Tottenham Hotspur,Everton FC,0,2
06/07,Blackburn Rovers,Chelsea FC,0,2
06/07,Aston Villa,Newcastle United,2,0
06/07,Middlesbrough FC,Portsmouth FC,0,4
05/06,Portsmouth FC,Aston Villa,1,1
05/06,Sunderland AFC,Manchester City,1,2
05/06,Birmingham City,Middlesbrough FC,0,3
05/06,Chelsea FC,West Bromwich Albion,4,0
05/06,Bolton Wanderers,Newcastle United,2,0
05/06,Blackburn Rovers,Tottenham Hotspur,0,0
05/06,Arsenal FC,Fulham FC,4,1
05/06,Manchester United,Wigan Athletic,4,0
05/06,Everton FC,West Ham United,1,2
05/06,Charlton Athletic,Liverpool FC,2,0
04/05,Birmingham City,Manchester City,1,0
04/05,Crystal Palace,Chelsea FC,0,2
04/05,West Bromwich Albion,Tottenham Hotspur,1,1
04/05,Fulham FC,Middlesbrough FC,0,2
04/05,Southampton FC,Bolton Wanderers,1,2
04/05,Charlton Athletic,Aston Villa,3,0
04/05,Newcastle United,Norwich City,2,2
04/05,Arsenal FC,Blackburn Rovers,3,0
04/05,Manchester United,Everton FC,0,0
04/05,Liverpool FC,Portsmouth FC,1,1
03/04,Blackburn Rovers,Manchester City,2,3
03/04,Leicester City,Middlesbrough FC,0,0
03/04,Portsmouth FC,Bolton Wanderers,4,0
03/04,Charlton Athletic,Everton FC,2,2
03/04,Leeds United,Southampton FC,0,0
03/04,Liverpool FC,Tottenham Hotspur,0,0
03/04,Manchester United,Wolverhampton Wanderers,1,0
03/04,Arsenal FC,Aston Villa,2,0
03/04,Birmingham City,Chelsea FC,0,0
03/04,Fulham FC,Newcastle United,2,3
02/03,Charlton Athletic,Tottenham Hotspur,0,1
02/03,Arsenal FC,West Bromwich Albion,5,2
02/03,Southampton FC,Chelsea FC,1,1
02/03,Aston Villa,Manchester City,1,0
02/03,Blackburn Rovers,Liverpool FC,2,2
02/03,Everton FC,Birmingham City,1,1
02/03,Leeds United,Sunderland AFC,0,1
02/03,Manchester United,Middlesbrough FC,1,0
02/03,Fulham FC,West Ham United,0,1
02/03,Newcastle United,Bolton Wanderers,1,0
