sezon,ev_sahibi,deplasman,ev_gol,deplasman_gol
18/19,Cardiff City,Tottenham Hotspur,0,3
18/19,Everton FC,Leicester City,0,1
18/19,AFC Bournemouth,Watford FC,3,3
18/19,Chelsea FC,Southampton FC,0,0
18/19,Huddersfield Town,Burnley FC,1,2
18/19,West Ham United,Brighton & Hove Albion,2,2
18/19,Wolverhampton Wanderers,Crystal Palace,0,2
18/19,Newcastle United,Manchester United,0,2
18/19,Manchester City,Liverpool FC,2,1
17/18,AFC Bournemouth,Everton FC,2,1
17/18,Chelsea FC,Stoke City,5,0
17/18,Huddersfield Town,Burnley FC,0,0
17/18,Liverpool FC,Leicester City,2,1
17/18,Newcastle United,Brighton & Hove Albion,0,0
17/18,Watford FC,Swansea City,1,2
17/18,Manchester United,Southampton FC,0,0
17/18,Crystal Palace,Manchester City,0,0
17/18,West Bromwich Albion,Arsenal FC,1,1
17/18,Tottenham Hotspur,West Ham United,1,1
16/17,Tottenham Hotspur,West Bromwich Albion,4,0
16/17,Burnley FC,Southampton FC,1,0
16/17,Hull City,AFC Bournemouth,3,1
16/17,Sunderland AFC,Stoke City,1,3
16/17,Swansea City,Arsenal FC,0,4
16/17,Watford FC,Middlesbrough FC,0,0
16/17,West Ham United,Crystal Palace,3,0
16/17,Leicester City,Chelsea FC,0,3
16/17,Manchester United,Liverpool FC,1,1
16/17,Everton FC,Manchester City,4,0
15/16,Aston Villa,Crystal Palace,1,0
15/16,Newcastle United,Manchester United,3,3
15/16,AFC Bournemouth,West Ham United,1,3
15/16,Swansea City,Sunderland AFC,2,4
15/16,Chelsea FC,West Bromwich Albion,2,2
15/16,Manchester City,Everton FC,0,0
15/16,Southampton FC,Watford FC,2,0
15/16,Stoke City,Norwich City,3,1
15/16,Liverpool FC,Arsenal FC,3,3
15/16,Tottenham Hotspur,Leicester City,0,1
14/15,Sunderland AFC,Liverpool FC,0,1
14/15,Burnley FC,Queens Park Rangers,2,1
14/15,Chelsea FC,Newcastle United,2,0
14/15,Everton FC,Manchester City,1,1
14/15,Leicester City,Aston Villa,1,0
14/15,Swansea City,West Ham United,1,1
14/15,West Bromwich Albion,Hull City,1,0
14/15,Crystal Palace,Tottenham Hotspur,2,1
14/15,Manchester United,Southampton FC,0,1
14/15,Arsenal FC,Stoke City,3,0
13/14,Hull City,Chelsea FC,0,2
13/14,Cardiff City,West Ham United,0,2
13/14,Everton FC,Norwich City,2,0
13/14,Fulham FC,Sunderland AFC,1,4
13/14,Southampton FC,West Bromwich Albion,1,0
13/14,Tottenham Hotspur,Crystal Palace,2,0
13/14,Manchester United,Swansea City,2,0
13/14,Stoke City,Liverpool FC,3,5
13/14,Newcastle United,Manchester City,0,2
13/14,Aston Villa,Arsenal FC,1,2
12/13,Wigan Athletic,Manchester United,0,4
12/13,Tottenham Hotspur,Reading FC,3,1
12/13,West Bromwich Albion,Fulham FC,1,2
12/13,Manchester City,Stoke City,3,0
12/13,Swansea City,Aston Villa,2,2
12/13,West Ham United,Norwich City,2,1
12/13,Southampton FC,Arsenal FC,1,1
12/13,Liverpool FC,Sunderland AFC,3,0
12/13,Newcastle United,Everton FC,1,2
12/13,Chelsea FC,Queens Park Rangers,0,1
11/12,Aston Villa,Everton FC,1,1
11/12,Blackburn Rovers,Fulham FC,3,1
11/12,Chelsea FC,Sunderland AFC,1,0
11/12,Liverpool FC,Stoke City,0,0
11/12,Manchester United,Bolton Wanderers,3,0
11/12,Tottenham Hotspur,Wolverhampton Wanderers,1,1
11/12,West Bromwich Albion,Norwich City,1,2
11/12,Swansea City,Arsenal FC,3,2
11/12,Newcastle United,Queens Park Rangers,1,0
11/12,Wigan Athletic,Manchester City,0,1
10/11,Stoke City,Everton FC,2,0
10/11,Liverpool FC,Bolton Wanderers,2,1
10/11,Birmingham City,Arsenal FC,0,3
10/11,Sunderland AFC,Blackburn Rovers,3,0
10/11,Tottenham Hotspur,Fulham FC,1,0
10/11,Manchester City,Blackpool FC,1,0
10/11,West Bromwich Albion,Manchester United,1,2
10/11,West Ham United,Wolverhampton Wanderers,2,0
10/11,Wigan Athletic,Newcastle United,0,1
10/11,Chelsea FC,Aston Villa,3,3
09/10,Birmingham City,Manchester United,1,1
09/10,Arsenal FC,Everton FC,2,2
09/10,Manchester City,Blackburn Rovers,4,1
09/10,Liverpool FC,Tottenham Hotspur,2,0
09/10,Hull City,Chelsea FC,1,1
09/10,Fulham FC,Portsmouth FC,1,0
09/10,Sunderland AFC,Bolton Wanderers,4,0
09/10,Burnley FC,Stoke City,1,1
09/10,Wigan Athletic,Aston Villa,1,2
09/10,West Ham United,Wolverhampton Wanderers,1,3
08/09,Newcastle United,West Ham United,2,2
08/09,Arsenal FC,Bolton Wanderers,1,0
08/09,Aston Villa,West Bromwich Albion,2,1
08/09,Stoke City,Liverpool FC,0,0
08/09,Everton FC,Hull City,2,0
08/09,Middlesbrough FC,Sunderland AFC,1,1
08/09,Wigan Athletic,Tottenham Hotspur,1,0
08/09,Manchester United,Chelsea FC,3,0
08/09,Portsmouth FC,Manchester City,2,0
08/09,Fulham FC,Blackburn Rovers,1,2
07/08,Middlesbrough FC,Everton FC,0,2
07/08,Fulham FC,Chelsea FC,1,2
07/08,Arsenal FC,West Ham United,2,0
07/08,Manchester United,Birmingham City,1,0
07/08,Reading FC,Portsmouth FC,0,2
07/08,Aston Villa,Tottenham Hotspur,2,1
07/08,Blackburn Rovers,Sunderland AFC,1,0
07/08,Newcastle United,Manchester City,0,2
07/08,Bolton Wanderers,Derby County,1,0
07/08,Liverpool FC,Wigan Athletic,1,1
06/07,Sheffield United,Arsenal FC,1,0
06/07,Charlton Athletic,Aston Villa,2,1
06/07,Manchester United,Reading FC,3,2
06/07,Blackburn Rovers,Middlesbrough FC,2,1
06/07,Bolton Wanderers,Portsmouth FC,3,2
06/07,West Ham United,Manchester City,0,1
06/07,Tottenham Hotspur,Liverpool FC,0,1
06/07,Everton FC,Newcastle United,3,0
06/07,Chelsea FC,Fulham FC,2,2
06/07,Watford FC,Wigan Athletic,1,1
05/06,Birmingham City,Wigan Athletic,2,0
05/06,West Ham United,Chelsea FC,1,3
05/06,Blackburn Rovers,Portsmouth FC,2,1
05/06,Newcastle United,Middlesbrough FC,2,2
05/06,Fulham FC,Sunderland AFC,2,1
05/06,Everton FC,Charlton Athletic,3,1
05/06,West Bromwich Albion,Aston Villa,1,2
05/06,Bolton Wanderers,Liverpool FC,2,2
05/06,Arsenal FC,Manchester United,0,0
05/06,Manchester City,Tottenham Hotspur,0,2
04/05,Liverpool FC,Chelsea FC,0,1
04/05,Fulham FC,Crystal Palace,3,1
04/05,Aston Villa,Blackburn Rovers,1,0
04/05,Bolton Wanderers,West Bromwich Albion,1,1
04/05,Charlton Athletic,Arsenal FC,1,3
04/05,Manchester City,Southampton FC,2,1
04/05,Newcastle United,Birmingham City,2,1
04/05,Portsmouth FC,Norwich City,1,1
04/05,Tottenham Hotspur,Everton FC,5,2
04/05,Middlesbrough FC,Manchester United,0,2
03/04,Leeds United,Tottenham Hotspur,0,1
03/04,Birmingham City,Southampton FC,2,1
03/04,Liverpool FC,Aston Villa,1,0
03/04,Charlton Athletic,Wolverhampton Wanderers,2,0
03/04,Blackburn Rovers,Bolton Wanderers,3,4
03/04,Fulham FC,Everton FC,2,1
03/04,Portsmouth FC,Manchester City,4,2
03/04,Arsenal FC,Middlesbrough FC,4,1
03/04,Manchester United,Newcastle United,0,0
03/04,Leicester City,Chelsea FC,0,4
02/03,Everton FC,Bolton Wanderers,0,0
02/03,Southampton FC,Sunderland AFC,2,1
02/03,Leeds United,Chelsea FC,2,0
02/03,Manchester United,Birmingham City,2,0
02/03,Charlton Athletic,West Bromwich Albion,1,0
02/03,Aston Villa,Middlesbrough FC,1,0
02/03,Fulham FC,Manchester City,0,1
02/03,Blackburn Rovers,West Ham United,2,2
02/03,Newcastle United,Tottenham Hotspur,2,1
02/03,Arsenal FC,Liverpool FC,1,1
