sezon,ev_sahibi,deplasman,ev_gol,deplasman_gol
06/07,Arsenal FC,Newcastle United,1,1
06/07,Manchester City,Fulham FC,3,1
06/07,Everton FC,Bolton Wanderers,1,0
06/07,Reading FC,Charlton Athletic,2,0
06/07,Sheffield United,Manchester United,1,2
06/07,Chelsea FC,West Ham United,1,0
06/07,Portsmouth FC,Watford FC,2,1
06/07,Middlesbrough FC,Liverpool FC,0,0
06/07,Blackburn Rovers,Tottenham Hotspur,1,1
06/07,Wigan Athletic,Aston Villa,0,0
05/06,Sunderland AFC,Aston Villa,1,3
05/06,West Bromwich Albion,Everton FC,4,0
05/06,Liverpool FC,Portsmouth FC,3,0
05/06,Charlton Athletic,Manchester United,1,3
05/06,Wigan Athletic,Arsenal FC,2,3
05/06,Chelsea FC,Newcastle United,3,0
05/06,Manchester City,Blackburn Rovers,0,0
05/06,Tottenham Hotspur,West Ham United,1,1
05/06,Middlesbrough FC,Fulham FC,3,2
05/06,Birmingham City,Bolton Wanderers,1,0
04/05,Fulham FC,Chelsea FC,1,4
04/05,Southampton FC,Portsmouth FC,2,1
04/05,Tottenham Hotspur,Arsenal FC,4,5
04/05,Bolton Wanderers,Aston Villa,1,2
04/05,Charlton Athletic,Norwich City,4,0
04/05,Manchester City,Blackburn Rovers,1,1
04/05,Liverpool FC,Crystal Palace,3,2
04/05,Birmingham City,Everton FC,0,1
04/05,Newcastle United,Manchester United,1,3
04/05,West Bromwich Albion,Middlesbrough FC,1,2
03/04,Manchester United,Blackburn Rovers,2,1
03/04,Birmingham City,Arsenal FC,0,3
03/04,Everton FC,Wolverhampton Wanderers,2,0
03/04,Leeds United,Bolton Wanderers,0,2
03/04,Leicester City,Charlton Athletic,1,1
03/04,Middlesbrough FC,Liverpool FC,0,0
03/04,Newcastle United,Manchester City,3,0
03/04,Southampton FC,Chelsea FC,0,1
03/04,Tottenham Hotspur,Aston Villa,2,1
03/04,Fulham FC,Portsmouth FC,2,0
02/03,Aston Villa,Fulham FC,3,1
02/03,Manchester City,Manchester United,3,1
02/03,Middlesbrough FC,Liverpool FC,1,0
02/03,Southampton FC,Blackburn Rovers,1,1
02/03,Chelsea FC,Birmingham City,3,0
02/03,Everton FC,Charlton Athletic,1,0
02/03,Arsenal FC,Newcastle United,1,0
02/03,Bolton Wanderers,West Bromwich Albion,1,1
02/03,West Ham United,Leeds United,3,4
02/03,Sunderland AFC,Tottenham Hotspur,2,0
