sezon,ev_sahibi,deplasman,ev_gol,deplasman_gol
21/22,Wolverhampton Wanderers FC,Liverpool FC,0,1
21/22,Southampton FC,Brighton & Hove Albion FC,1,1
21/22,Newcastle United FC,Burnley FC,1,0
21/22,Watford FC,Manchester City FC,1,3
21/22,Tottenham Hotspur FC,Norwich City FC,3,0
21/22,Manchester United FC,Crystal Palace FC,1,0
21/22,Leeds United FC,Brentford FC,2,2
21/22,Aston Villa FC,Leicester City FC,2,1
21/22,Everton FC,Arsenal FC,2,1
20/21,Leicester City FC,Manchester United FC,2,2
20/21,Fulham FC,Southampton FC,0,0
20/21,Aston Villa FC,Crystal Palace FC,3,0
20/21,Arsenal FC,Chelsea FC,3,1
20/21,Manchester City FC,Newcastle United FC,2,0
20/21,Sheffield United FC,Everton FC,0,1
20/21,Leeds United FC,Burnley FC,1,0
20/21,West Ham United FC,Brighton & Hove Albion FC,2,2
20/21,Liverpool FC,West Bromwich Albion FC,1,1
20/21,Wolverhampton Wanderers FC,Tottenham Hotspur FC,1,1
19/20,Burnley FC,Manchester City,1,4
19/20,Crystal Palace,AFC Bournemouth,1,0
19/20,Leicester City,Watford FC,2,0
19/20,Wolverhampton Wanderers,West Ham United,2,0
19/20,Manchester United,Tottenham Hotspur,2,1
19/20,Chelsea FC,Aston Villa,2,1
19/20,Southampton FC,Norwich City,2,1
19/20,Liverpool FC,Everton FC,5,2
19/20,Arsenal FC,Brighton & Hove Albion,1,2
19/20,Sheffield United,Newcastle United,0,2
18/19,AFC Bournemouth,Huddersfield Town,2,1
18/19,Brighton & Hove Albion,Crystal Palace,3,1
18/19,West Ham United,Cardiff City,3,1
18/19,Watford FC,Manchester City,1,2
18/19,Fulham FC,Leicester City,1,1
18/19,Wolverhampton Wanderers,Chelsea FC,2,1
18/19,Everton FC,Newcastle United,1,1
18/19,Manchester United,Arsenal FC,2,2
18/19,Tottenham Hotspur,Southampton FC,3,1
18/19,Burnley FC,Liverpool FC,1,3
17/18,Chelsea FC,Newcastle United,3,1
17/18,Brighton & Hove Albion,Liverpool FC,1,5
17/18,Everton FC,Huddersfield Town,2,0
17/18,Leicester City,Burnley FC,1,0
17/18,Stoke City,Swansea City,2,1
17/18,Watford FC,Tottenham Hotspur,1,1
17/18,West Bromwich Albion,Crystal Palace,0,0
17/18,Arsenal FC,Manchester United,1,3
17/18,Manchester City,West Ham United,2,1
17/18,AFC Bournemouth,Southampton FC,1,1
16/17,Watford FC,Everton FC,3,2
16/17,Arsenal FC,Stoke City,3,1
16/17,Burnley FC,AFC Bournemouth,3,2
16/17,Hull City,Crystal Palace,3,3
16/17,Swansea City,Sunderland AFC,3,0
16/17,Leicester City,Manchester City,4,2
16/17,Manchester United,Tottenham Hotspur,1,0
16/17,Southampton FC,Middlesbrough FC,1,0
16/17,Liverpool FC,West Ham United,2,2
16/17,Chelsea FC,West Bromwich Albion,1,0
15/16,Stoke City,Manchester City,2,0
15/16,Arsenal FC,Sunderland AFC,3,1
15/16,Manchester United,West Ham United,0,0
15/16,Southampton FC,Aston Villa,1,1
15/16,Swansea City,Leicester City,0,3
15/16,Watford FC,Norwich City,2,0
15/16,West Bromwich Albion,Tottenham Hotspur,1,1
15/16,Chelsea FC,AFC Bournemouth,0,1
15/16,Newcastle United,Liverpool FC,2,0
15/16,Everton FC,Crystal Palace,1,1
14/15,Newcastle United,Chelsea FC,2,1
14/15,Hull City,West Bromwich Albion,0,0
14/15,Liverpool FC,Sunderland AFC,0,0
14/15,Queens Park Rangers,Burnley FC,2,0
14/15,Stoke City,Arsenal FC,3,2
14/15,Tottenham Hotspur,Crystal Palace,0,0
14/15,Manchester City,Everton FC,1,0
14/15,Aston Villa,Leicester City,2,1
14/15,West Ham United,Swansea City,3,1
14/15,Southampton FC,Manchester United,1,2
13/14,Manchester United,Newcastle United,0,1
13/14,Crystal Palace,Cardiff City,2,0
13/14,Liverpool FC,West Ham United,4,1
13/14,Southampton FC,Manchester City,1,1
13/14,Stoke City,Chelsea FC,3,2
13/14,West Bromwich Albion,Norwich City,0,2
13/14,Sunderland AFC,Tottenham Hotspur,1,2
13/14,Arsenal FC,Everton FC,1,1
13/14,Fulham FC,Aston Villa,2,0
13/14,Swansea City,Hull City,1,1
12/13,Fulham FC,Tottenham Hotspur,0,3
12/13,West Ham United,Chelsea FC,3,1
12/13,Arsenal FC,Swansea City,0,2
12/13,Reading FC,Manchester United,3,4
12/13,Liverpool FC,Southampton FC,1,0
12/13,Manchester City,Everton FC,1,1
12/13,Queens Park Rangers,Aston Villa,1,1
12/13,West Bromwich Albion,Stoke City,0,1
12/13,Norwich City,Sunderland AFC,2,1
12/13,Newcastle United,Wigan Athletic,3,0
11/12,Manchester United,Wolverhampton Wanderers,4,1
11/12,Arsenal FC,Everton FC,1,0
11/12,Bolton Wanderers,Aston Villa,1,2
11/12,Liverpool FC,Queens Park Rangers,1,0
11/12,West Bromwich Albion,Wigan Athletic,1,2
11/12,Norwich City,Newcastle United,4,2
11/12,Swansea City,Fulham FC,2,0
11/12,Sunderland AFC,Blackburn Rovers,2,1
11/12,Stoke City,Tottenham Hotspur,2,1
11/12,Chelsea FC,Manchester City,2,1
10/11,Aston Villa,Arsenal FC,2,4
10/11,West Ham United,Wigan Athletic,3,1
10/11,Fulham FC,Birmingham City,1,1
10/11,Everton FC,West Bromwich Albion,1,4
10/11,Wolverhampton Wanderers,Sunderland AFC,3,2
10/11,Bolton Wanderers,Blackpool FC,2,2
10/11,Manchester United,Blackburn Rovers,7,1
10/11,Stoke City,Manchester City,1,1
10/11,Tottenham Hotspur,Liverpool FC,2,1
10/11,Newcastle United,Chelsea FC,1,1
09/10,Arsenal FC,Stoke City,2,0
09/10,Portsmouth FC,Burnley FC,2,0
09/10,Manchester City,Chelsea FC,2,1
09/10,Aston Villa,Hull City,3,0
09/10,Blackburn Rovers,Liverpool FC,0,0
09/10,West Ham United,Manchester United,0,4
09/10,Wigan Athletic,Birmingham City,2,3
09/10,Wolverhampton Wanderers,Bolton Wanderers,2,1
09/10,Fulham FC,Sunderland AFC,1,0
09/10,Everton FC,Tottenham Hotspur,2,2
08/09,Wigan Athletic,West Bromwich Albion,2,1
08/09,Aston Villa,Fulham FC,0,0
08/09,Middlesbrough FC,Newcastle United,0,0
08/09,Stoke City,Hull City,1,1
08/09,Sunderland AFC,Bolton Wanderers,1,4
08/09,Manchester City,Manchester United,0,1
08/09,Portsmouth FC,Blackburn Rovers,3,2
08/09,Tottenham Hotspur,Everton FC,0,1
08/09,Chelsea FC,Arsenal FC,1,2
08/09,Liverpool FC,West Ham United,0,0
07/08,Portsmouth FC,Everton FC,0,0
07/08,Aston Villa,Arsenal FC,1,2
07/08,Chelsea FC,West Ham United,1,0
07/08,Blackburn Rovers,Newcastle United,3,1
07/08,Wigan Athletic,Manchester City,1,1
07/08,Reading FC,Middlesbrough FC,1,1
07/08,Sunderland AFC,Derby County,1,0
07/08,Tottenham Hotspur,Birmingham City,2,3
07/08,Liverpool FC,Bolton Wanderers,4,0
07/08,Manchester United,Fulham FC,2,0
06/07,Watford FC,Sheffield United,0,1
06/07,Manchester United,Everton FC,3,0
06/07,Bolton Wanderers,Chelsea FC,0,1
06/07,Aston Villa,Manchester City,1,3
06/07,Fulham FC,Arsenal FC,2,1
06/07,Liverpool FC,Portsmouth FC,0,0
06/07,Charlton Athletic,Blackburn Rovers,1,0
06/07,Tottenham Hotspur,Middlesbrough FC,2,1
06/07,West Ham United,Wigan Athletic,0,2
06/07,Newcastle United,Reading FC,3,2
05/06,Bolton Wanderers,Arsenal FC,2,0
05/06,Newcastle United,Aston Villa,1,1
05/06,Manchester United,Portsmouth FC,3,0
05/06,West Bromwich Albion,Fulham FC,0,0
05/06,Liverpool FC,Wigan Athletic,3,0
05/06,Blackburn Rovers,Everton FC,0,2
05/06,Chelsea FC,Middlesbrough FC,1,0
05/06,Tottenham Hotspur,Sunderland AFC,3,2
05/06,Charlton Athletic,Manchester City,2,5
05/06,Birmingham City,West Ham United,1,2
04/05,Bolton Wanderers,Portsmouth FC,0,1
04/05,Fulham FC,Blackburn Rovers,0,2
04/05,Birmingham City,Norwich City,1,1
04/05,Manchester City,Aston Villa,2,0
04/05,Charlton Athletic,Chelsea FC,0,4
04/05,Southampton FC,Crystal Palace,2,2
04/05,West Bromwich Albion,Manchester United,0,3
04/05,Newcastle United,Everton FC,1,1
04/05,Tottenham Hotspur,Middlesbrough FC,2,0
04/05,Liverpool FC,Arsenal FC,2,1
03/04,Newcastle United,Liverpool FC,1,1
03/04,Birmingham City,Blackburn Rovers,0,4
03/04,Tottenham Hotspur,Wolverhampton Wanderers,5,2
03/04,Fulham FC,Bolton Wanderers,2,1
03/04,Leeds United,Chelsea FC,1,1
03/04,Leicester City,Arsenal FC,1,1
03/04,Manchester United,Aston Villa,4,0
03/04,Middlesbrough FC,Portsmouth FC,0,0
03/04,Southampton FC,Charlton Athletic,3,2
03/04,Everton FC,Manchester City,0,0
02/03,Southampton FC,Arsenal FC,3,2
02/03,Manchester United,Newcastle United,5,3
02/03,Middlesbrough FC,Manchester City,3,1
02/03,Bolton Wanderers,Chelsea FC,1,1
02/03,Sunderland AFC,Birmingham City,0,1
02/03,Everton FC,West Bromwich Albion,1,0
02/03,Fulham FC,Liverpool FC,3,2
02/03,Aston Villa,West Ham United,4,1
02/03,Tottenham Hotspur,Leeds United,2,0
02/03,Charlton Athletic,Blackburn Rovers,3,1
