sezon,ev_sahibi,deplasman,ev_gol,deplasman_gol
22/23,Newcastle United FC,Leicester City FC,0,0
21/22,Manchester United FC,Chelsea FC,1,1
21/22,Tottenham Hotspur FC,Burnley FC,1,0
21/22,Aston Villa FC,Crystal Palace FC,1,1
21/22,Leeds United FC,Brighton & Hove Albion FC,1,1
21/22,Watford FC,Leicester City FC,1,5
21/22,West Ham United FC,Manchester City FC,2,2
21/22,Wolverhampton Wanderers FC,Norwich City FC,1,1
21/22,Everton FC,Brentford FC,2,3
21/22,Newcastle United FC,Arsenal FC,2,0
21/22,Southampton FC,Liverpool FC,1,2
20/21,Manchester United FC,Fulham FC,1,1
20/21,Southampton FC,Leeds United FC,0,2
20/21,Brighton & Hove Albion FC,Manchester City FC,3,2
20/21,Chelsea FC,Leicester City FC,2,1
20/21,Newcastle United FC,Sheffield United FC,1,0
20/21,Tottenham Hotspur FC,Aston Villa FC,1,2
20/21,Everton FC,Wolverhampton Wanderers FC,1,0
20/21,Crystal Palace FC,Arsenal FC,1,3
20/21,West Bromwich Albion FC,West Ham United FC,1,3
20/21,Burnley FC,Liverpool FC,0,3
19/20,Norwich City,Burnley FC,0,2
19/20,Tottenham Hotspur,Leicester City,3,0
19/20,AFC Bournemouth,Southampton FC,0,2
19/20,Brighton & Hove Albion,Newcastle United,0,0
19/20,Sheffield United,Everton FC,0,1
19/20,Wolverhampton Wanderers,Crystal Palace,2,0
19/20,Aston Villa,Arsenal FC,1,0
19/20,Watford FC,Manchester City,0,4
19/20,Manchester United,West Ham United,1,1
19/20,Liverpool FC,Chelsea FC,5,3
18/19,Everton FC,Burnley FC,2,0
18/19,AFC Bournemouth,Tottenham Hotspur,1,0
18/19,West Ham United,Southampton FC,3,0
18/19,Wolverhampton Wanderers,Fulham FC,1,0
18/19,Cardiff City,Crystal Palace,2,3
18/19,Newcastle United,Liverpool FC,2,3
18/19,Chelsea FC,Watford FC,3,0
18/19,Huddersfield Town,Manchester United,1,1
18/19,Arsenal FC,Brighton & Hove Albion,1,1
18/19,Manchester City,Leicester City,1,0
17/18,Brighton & Hove Albion,Manchester United,1,0
17/18,West Bromwich Albion,Tottenham Hotspur,1,0
17/18,Watford FC,Newcastle United,2,1
17/18,Everton FC,Southampton FC,1,1
17/18,AFC Bournemouth,Swansea City,1,0
17/18,Leicester City,West Ham United,0,2
17/18,Stoke City,Crystal Palace,1,2
17/18,Manchester City,Huddersfield Town,0,0
17/18,Arsenal FC,Burnley FC,5,0
17/18,Chelsea FC,Liverpool FC,1,0
16/17,Everton FC,Watford FC,1,0
16/17,West Bromwich Albion,Chelsea FC,0,1
16/17,Sunderland AFC,Swansea City,0,2
16/17,AFC Bournemouth,Burnley FC,2,1
16/17,Stoke City,Arsenal FC,1,4
16/17,Manchester City,Leicester City,2,1
16/17,Middlesbrough FC,Southampton FC,1,2
16/17,Crystal Palace,Hull City,4,0
16/17,Tottenham Hotspur,Manchester United,2,1
16/17,West Ham United,Liverpool FC,0,4
15/16,Crystal Palace,Stoke City,2,1
15/16,Sunderland AFC,Chelsea FC,3,2
15/16,Aston Villa,Newcastle United,0,0
15/16,Leicester City,Everton FC,3,1
15/16,Norwich City,Manchester United,0,1
15/16,AFC Bournemouth,West Bromwich Albion,1,1
15/16,West Ham United,Swansea City,1,4
15/16,Liverpool FC,Watford FC,2,0
15/16,Manchester City,Arsenal FC,2,2
15/16,Tottenham Hotspur,Southampton FC,1,2
14/15,Southampton FC,Aston Villa,6,1
14/15,Burnley FC,Stoke City,0,0
14/15,Queens Park Rangers,Newcastle United,2,1
14/15,Sunderland AFC,Leicester City,0,0
14/15,Liverpool FC,Crystal Palace,1,3
14/15,West Ham United,Everton FC,1,2
14/15,Tottenham Hotspur,Hull City,2,0
14/15,Manchester United,Arsenal FC,1,1
14/15,Swansea City,Manchester City,2,4
14/15,West Bromwich Albion,Chelsea FC,3,0
13/14,Stoke City,Fulham FC,4,1
13/14,Swansea City,Southampton FC,0,1
13/14,Aston Villa,Hull City,3,1
13/14,West Ham United,Tottenham Hotspur,2,0
13/14,Newcastle United,Cardiff City,3,0
13/14,Manchester United,Sunderland AFC,0,1
13/14,Everton FC,Manchester City,2,3
13/14,Chelsea FC,Norwich City,0,0
13/14,Arsenal FC,West Bromwich Albion,1,0
13/14,Crystal Palace,Liverpool FC,3,3
12/13,Aston Villa,Chelsea FC,1,2
12/13,Stoke City,Tottenham Hotspur,1,2
12/13,Everton FC,West Ham United,2,0
12/13,Fulham FC,Liverpool FC,1,3
12/13,Norwich City,West Bromwich Albion,4,0
12/13,Queens Park Rangers,Newcastle United,1,2
12/13,Sunderland AFC,Southampton FC,1,1
12/13,Manchester United,Swansea City,2,1
12/13,Arsenal FC,Wigan Athletic,4,1
12/13,Reading FC,Manchester City,0,2
11/12,Arsenal FC,Norwich City,3,3
11/12,Newcastle United,Manchester City,0,2
11/12,Aston Villa,Tottenham Hotspur,1,1
11/12,Bolton Wanderers,West Bromwich Albion,2,2
11/12,Fulham FC,Sunderland AFC,2,1
11/12,Queens Park Rangers,Stoke City,1,0
11/12,Wolverhampton Wanderers,Everton FC,0,0
11/12,Manchester United,Swansea City,2,0
11/12,Blackburn Rovers,Wigan Athletic,0,1
11/12,Liverpool FC,Chelsea FC,4,1
10/11,Sunderland AFC,Wolverhampton Wanderers,1,3
10/11,Blackburn Rovers,Manchester United,1,1
10/11,West Bromwich Albion,Everton FC,1,0
10/11,Blackpool FC,Bolton Wanderers,4,3
10/11,Chelsea FC,Newcastle United,2,2
10/11,Birmingham City,Fulham FC,0,2
10/11,Arsenal FC,Aston Villa,1,2
10/11,Liverpool FC,Tottenham Hotspur,0,2
10/11,Wigan Athletic,West Ham United,3,2
10/11,Manchester City,Stoke City,3,0
09/10,Tottenham Hotspur,Bolton Wanderers,1,0
09/10,Birmingham City,Burnley FC,2,1
09/10,Manchester City,Aston Villa,3,1
09/10,Portsmouth FC,Wolverhampton Wanderers,3,1
09/10,Stoke City,Everton FC,0,0
09/10,Sunderland AFC,Manchester United,0,1
09/10,Fulham FC,West Ham United,3,2
09/10,Liverpool FC,Chelsea FC,0,2
09/10,Blackburn Rovers,Arsenal FC,2,1
09/10,Wigan Athletic,Hull City,2,2
08/09,Manchester United,Arsenal FC,0,0
08/09,Bolton Wanderers,Hull City,1,1
08/09,Everton FC,West Ham United,3,1
08/09,Middlesbrough FC,Aston Villa,1,1
08/09,Newcastle United,Fulham FC,0,1
08/09,Stoke City,Wigan Athletic,2,0
08/09,Tottenham Hotspur,Manchester City,2,1
08/09,Chelsea FC,Blackburn Rovers,2,0
08/09,West Bromwich Albion,Liverpool FC,0,2
08/09,Portsmouth FC,Sunderland AFC,3,1
07/08,Manchester United,West Ham United,4,1
07/08,Aston Villa,Wigan Athletic,0,2
07/08,Blackburn Rovers,Derby County,3,1
07/08,Fulham FC,Birmingham City,2,0
07/08,Middlesbrough FC,Portsmouth FC,2,0
07/08,Reading FC,Tottenham Hotspur,0,1
07/08,Bolton Wanderers,Sunderland AFC,2,0
07/08,Liverpool FC,Manchester City,1,0
07/08,Arsenal FC,Everton FC,1,0
07/08,Newcastle United,Chelsea FC,0,2
06/07,Wigan Athletic,Middlesbrough FC,0,1
06/07,Newcastle United,Blackburn Rovers,0,2
06/07,Manchester City,Manchester United,0,1
06/07,Everton FC,Portsmouth FC,3,0
06/07,Fulham FC,Liverpool FC,1,0
06/07,West Ham United,Bolton Wanderers,3,1
06/07,Reading FC,Watford FC,0,2
06/07,Aston Villa,Sheffield United,3,0
06/07,Arsenal FC,Chelsea FC,1,1
06/07,Charlton Athletic,Tottenham Hotspur,0,2
05/06,Charlton Athletic,Blackburn Rovers,0,2
05/06,Liverpool FC,Aston Villa,3,1
05/06,Wigan Athletic,Portsmouth FC,1,2
05/06,Middlesbrough FC,Everton FC,0,1
05/06,Manchester City,Fulham FC,1,2
05/06,Chelsea FC,Manchester United,3,0
05/06,Birmingham City,Newcastle United,0,0
05/06,Tottenham Hotspur,Bolton Wanderers,1,0
05/06,Sunderland AFC,Arsenal FC,0,3
05/06,West Bromwich Albion,West Ham United,0,1
04/05,Portsmouth FC,Bolton Wanderers,1,1
04/05,Manchester United,West Bromwich Albion,1,1
04/05,Chelsea FC,Charlton Athletic,1,0
04/05,Aston Villa,Manchester City,1,2
04/05,Blackburn Rovers,Fulham FC,1,3
04/05,Crystal Palace,Southampton FC,2,2
04/05,Everton FC,Newcastle United,2,0
04/05,Middlesbrough FC,Tottenham Hotspur,1,0
04/05,Norwich City,Birmingham City,1,0
04/05,Arsenal FC,Liverpool FC,3,1
03/04,Leeds United,Charlton Athletic,3,3
03/04,Manchester United,Chelsea FC,1,1
03/04,Southampton FC,Aston Villa,1,1
03/04,Tottenham Hotspur,Blackburn Rovers,1,0
03/04,Everton FC,Bolton Wanderers,1,2
03/04,Leicester City,Portsmouth FC,3,1
03/04,Middlesbrough FC,Manchester City,2,1
03/04,Birmingham City,Liverpool FC,0,3
03/04,Fulham FC,Arsenal FC,0,1
03/04,Newcastle United,Wolverhampton Wanderers,1,1
02/03,Manchester United,Charlton Athletic,4,1
02/03,Southampton FC,Bolton Wanderers,0,0
02/03,West Ham United,Chelsea FC,1,0
02/03,Middlesbrough FC,Tottenham Hotspur,5,1
02/03,Newcastle United,Birmingham City,1,0
02/03,Fulham FC,Everton FC,2,0
02/03,Liverpool FC,Manchester City,1,2
02/03,Aston Villa,Sunderland AFC,1,0
02/03,Blackburn Rovers,West Bromwich Albion,1,1
02/03,Arsenal FC,Leeds United,2,3
