sezon,ev_sahibi,deplasman,ev_gol,deplasman_gol
15/16,Leicester City,Watford FC,2,1
15/16,Manchester United,West Bromwich Albion,2,0
15/16,Norwich City,Swansea City,1,0
15/16,Sunderland AFC,Southampton FC,0,1
15/16,West Ham United,Everton FC,1,1
15/16,Stoke City,Chelsea FC,1,0
15/16,Aston Villa,Manchester City,0,0
15/16,Arsenal FC,Tottenham Hotspur,1,1
15/16,Liverpool FC,Crystal Palace,1,2
14/15,Everton FC,West Ham United,2,1
14/15,Leicester City,Sunderland AFC,0,0
14/15,Manchester City,Swansea City,2,1
14/15,Newcastle United,Queens Park Rangers,1,0
14/15,Stoke City,Burnley FC,1,2
14/15,Arsenal FC,Manchester United,1,2
14/15,Chelsea FC,West Bromwich Albion,2,0
14/15,Crystal Palace,Liverpool FC,3,1
14/15,Hull City,Tottenham Hotspur,1,2
14/15,Aston Villa,Southampton FC,1,1
13/14,Everton FC,Liverpool FC,3,3
13/14,Arsenal FC,Southampton FC,2,0
13/14,Fulham FC,Swansea City,1,2
13/14,Hull City,Crystal Palace,0,1
13/14,Newcastle United,Norwich City,2,1
13/14,Stoke City,Sunderland AFC,2,0
13/14,West Ham United,Chelsea FC,0,3
13/14,Cardiff City,Manchester United,2,2
13/14,Manchester City,Tottenham Hotspur,6,0
13/14,West Bromwich Albion,Aston Villa,2,2
12/13,Liverpool FC,Wigan Athletic,3,0
12/13,Arsenal FC,Tottenham Hotspur,5,2
12/13,West Bromwich Albion,Chelsea FC,2,1
12/13,Manchester City,Aston Villa,5,0
12/13,Newcastle United,Swansea City,1,2
12/13,Queens Park Rangers,Southampton FC,1,3
12/13,Reading FC,Everton FC,2,1
12/13,Norwich City,Manchester United,1,0
12/13,Fulham FC,Sunderland AFC,1,3
12/13,West Ham United,Stoke City,1,1
11/12,Swansea City,Manchester United,0,1
11/12,Norwich City,Arsenal FC,1,2
11/12,Everton FC,Wolverhampton Wanderers,2,1
11/12,Manchester City,Newcastle United,3,1
11/12,Stoke City,Queens Park Rangers,2,3
11/12,Sunderland AFC,Fulham FC,0,0
11/12,West Bromwich Albion,Bolton Wanderers,2,1
11/12,Wigan Athletic,Blackburn Rovers,3,3
11/12,Chelsea FC,Liverpool FC,1,2
11/12,Tottenham Hotspur,Aston Villa,2,0
10/11,Tottenham Hotspur,Sunderland AFC,1,1
10/11,Stoke City,Birmingham City,3,2
10/11,Wolverhampton Wanderers,Arsenal FC,0,2
10/11,West Ham United,West Bromwich Albion,2,2
10/11,Wigan Athletic,Liverpool FC,1,1
10/11,Newcastle United,Blackburn Rovers,1,2
10/11,Aston Villa,Blackpool FC,3,2
10/11,Chelsea FC,Fulham FC,1,0
10/11,Manchester City,Manchester United,0,0
10/11,Everton FC,Bolton Wanderers,1,1
09/10,Manchester City,Burnley FC,3,3
09/10,Blackburn Rovers,Portsmouth FC,3,1
09/10,Wolverhampton Wanderers,Arsenal FC,1,4
09/10,Aston Villa,Bolton Wanderers,5,1
09/10,Tottenham Hotspur,Sunderland AFC,2,0
09/10,Chelsea FC,Manchester United,1,0
09/10,Wigan Athletic,Fulham FC,1,1
09/10,Hull City,Stoke City,2,1
09/10,West Ham United,Everton FC,1,2
09/10,Liverpool FC,Birmingham City,2,2
08/09,Liverpool FC,West Bromwich Albion,3,0
08/09,Arsenal FC,Manchester United,2,1
08/09,Wigan Athletic,Stoke City,0,0
08/09,Hull City,Bolton Wanderers,0,1
08/09,Sunderland AFC,Portsmouth FC,1,2
08/09,West Ham United,Everton FC,1,3
08/09,Fulham FC,Newcastle United,2,1
08/09,Blackburn Rovers,Chelsea FC,0,2
08/09,Aston Villa,Middlesbrough FC,1,2
08/09,Manchester City,Tottenham Hotspur,1,2
07/08,Wigan Athletic,Chelsea FC,0,2
07/08,Blackburn Rovers,Liverpool FC,0,0
07/08,Newcastle United,Portsmouth FC,1,4
07/08,Arsenal FC,Manchester United,2,2
07/08,Aston Villa,Derby County,2,0
07/08,Everton FC,Birmingham City,3,1
07/08,Fulham FC,Reading FC,3,1
07/08,Middlesbrough FC,Tottenham Hotspur,1,1
07/08,West Ham United,Bolton Wanderers,1,1
07/08,Manchester City,Sunderland AFC,1,0
06/07,Wigan Athletic,Charlton Athletic,3,2
06/07,Manchester City,Newcastle United,0,0
06/07,Everton FC,Aston Villa,0,1
06/07,Sheffield United,Bolton Wanderers,2,2
06/07,Middlesbrough FC,West Ham United,1,0
06/07,Portsmouth FC,Fulham FC,1,1
06/07,Chelsea FC,Watford FC,4,0
06/07,Blackburn Rovers,Manchester United,0,1
06/07,Arsenal FC,Liverpool FC,3,0
06/07,Reading FC,Tottenham Hotspur,3,1
05/06,West Ham United,West Bromwich Albion,1,0
05/06,Portsmouth FC,Wigan Athletic,0,2
05/06,Fulham FC,Manchester City,2,1
05/06,Newcastle United,Birmingham City,1,0
05/06,Aston Villa,Liverpool FC,0,2
05/06,Arsenal FC,Sunderland AFC,3,1
05/06,Blackburn Rovers,Charlton Athletic,4,1
05/06,Manchester United,Chelsea FC,1,0
05/06,Everton FC,Middlesbrough FC,1,0
05/06,Bolton Wanderers,Tottenham Hotspur,1,0
04/05,Liverpool FC,Birmingham City,0,1
04/05,Aston Villa,Portsmouth FC,3,0
04/05,Chelsea FC,Everton FC,1,0
04/05,Tottenham Hotspur,Charlton Athletic,2,3
04/05,Norwich City,Blackburn Rovers,1,1
04/05,Southampton FC,West Bromwich Albion,2,2
04/05,Crystal Palace,Arsenal FC,1,1
04/05,Middlesbrough FC,Bolton Wanderers,1,1
04/05,Manchester United,Manchester City,0,0
04/05,Newcastle United,Fulham FC,1,4
03/04,Wolverhampton Wanderers,Birmingham City,1,1
03/04,Arsenal FC,Tottenham Hotspur,2,1
03/04,Aston Villa,Middlesbrough FC,0,2
03/04,Bolton Wanderers,Southampton FC,0,0
03/04,Charlton Athletic,Fulham FC,3,1
03/04,Portsmouth FC,Leeds United,6,1
03/04,Manchester City,Leicester City,0,3
03/04,Chelsea FC,Newcastle United,5,0
03/04,Liverpool FC,Manchester United,1,2
03/04,Blackburn Rovers,Everton FC,2,1
02/03,Birmingham City,Bolton Wanderers,3,1
02/03,West Bromwich Albion,Manchester City,1,2
02/03,Manchester United,Southampton FC,2,1
02/03,Liverpool FC,West Ham United,2,0
02/03,Blackburn Rovers,Aston Villa,0,0
02/03,Tottenham Hotspur,Chelsea FC,0,0
02/03,Fulham FC,Arsenal FC,0,1
02/03,Leeds United,Everton FC,0,1
02/03,Charlton Athletic,Sunderland AFC,1,1
02/03,Newcastle United,Middlesbrough FC,2,0
