sezon,ev_sahibi,deplasman,ev_gol,deplasman_gol
06/07,Portsmouth FC,West Ham United,2,0
06/07,Manchester City,Sheffield United,0,0
06/07,Liverpool FC,Blackburn Rovers,1,1
06/07,Newcastle United,Bolton Wanderers,1,2
06/07,Fulham FC,Charlton Athletic,2,1
05/06,Blackburn Rovers,West Bromwich Albion,2,0
05/06,Charlton Athletic,Tottenham Hotspur,2,3
05/06,Portsmouth FC,Newcastle United,0,0
05/06,Fulham FC,Manchester United,2,3
05/06,Sunderland AFC,West Ham United,1,1
05/06,Manchester City,Everton FC,2,0
05/06,Aston Villa,Middlesbrough FC,2,3
05/06,Arsenal FC,Birmingham City,1,0
05/06,Wigan Athletic,Bolton Wanderers,2,1
05/06,Liverpool FC,Chelsea FC,1,4
04/05,Southampton FC,Manchester City,0,0
04/05,Arsenal FC,Charlton Athletic,4,0
04/05,Blackburn Rovers,Aston Villa,2,2
04/05,Everton FC,Tottenham Hotspur,0,1
04/05,West Bromwich Albion,Bolton Wanderers,2,1
04/05,Norwich City,Portsmouth FC,2,2
04/05,Chelsea FC,Liverpool FC,1,0
04/05,Birmingham City,Newcastle United,2,2
04/05,Manchester United,Middlesbrough FC,1,1
04/05,Crystal Palace,Fulham FC,2,0
03/04,Tottenham Hotspur,Everton FC,3,0
03/04,Portsmouth FC,Charlton Athletic,1,2
03/04,Liverpool FC,Arsenal FC,1,2
03/04,Wolverhampton Wanderers,Manchester City,1,0
03/04,Fulham FC,Leicester City,2,0
03/04,Leeds United,Blackburn Rovers,2,1
03/04,Manchester United,Birmingham City,3,0
03/04,Newcastle United,Southampton FC,1,0
03/04,Aston Villa,Bolton Wanderers,1,1
03/04,Middlesbrough FC,Chelsea FC,1,2
02/03,Birmingham City,Newcastle United,0,2
02/03,Tottenham Hotspur,Middlesbrough FC,0,3
02/03,Leeds United,Arsenal FC,1,4
02/03,Charlton Athletic,Manchester United,1,3
02/03,Chelsea FC,West Ham United,2,3
02/03,Everton FC,Fulham FC,2,0
02/03,Bolton Wanderers,Southampton FC,1,1
02/03,Manchester City,Liverpool FC,0,3
02/03,Sunderland AFC,Aston Villa,1,0
02/03,West Bromwich Albion,Blackburn Rovers,0,2
